time,cuti
2000-06-15T00:00:00Z,1.165
2000-07-15T00:00:00Z,1.672
2000-08-15T00:00:00Z,1.416
2000-09-15T00:00:00Z,0.933
2000-10-15T00:00:00Z,0.945
2000-11-15T00:00:00Z,0.527
2000-12-15T00:00:00Z,0.367
2001-01-15T00:00:00Z,0.325
2001-02-15T00:00:00Z,0.38
2001-03-15T00:00:00Z,1.21
2001-04-15T00:00:00Z,1.22
2001-05-15T00:00:00Z,1.86
2001-06-15T00:00:00Z,1.947
2001-07-15T00:00:00Z,2.108
2001-08-15T00:00:00Z,1.842
2001-09-15T00:00:00Z,1.147
2001-10-15T00:00:00Z,1.273
2001-11-15T00:00:00Z,0.077
2001-12-15T00:00:00Z,0.443
2002-01-15T00:00:00Z,0.968
2002-02-15T00:00:00Z,0.339
2002-03-15T00:00:00Z,1.167
2002-04-15T00:00:00Z,1.397
2002-05-15T00:00:00Z,1.833
2002-06-15T00:00:00Z,2.751
2002-07-15T00:00:00Z,1.617
2002-08-15T00:00:00Z,1.656
2002-09-15T00:00:00Z,0.727
2002-10-15T00:00:00Z,1.196
2002-11-15T00:00:00Z,-0.025
2002-12-15T00:00:00Z,-0.591
2003-01-15T00:00:00Z,-0.015
2003-02-15T00:00:00Z,0.862
2003-03-15T00:00:00Z,0.712
2003-04-15T00:00:00Z,0.706
2003-05-15T00:00:00Z,1.722
2003-06-15T00:00:00Z,2.221
2003-07-15T00:00:00Z,1.78
2003-08-15T00:00:00Z,0.966
2003-09-15T00:00:00Z,0.81
2003-10-15T00:00:00Z,0.983
2003-11-15T00:00:00Z,0.132
2003-12-15T00:00:00Z,-0.324
2004-01-15T00:00:00Z,0.258
2004-02-15T00:00:00Z,0.111
2004-03-15T00:00:00Z,1.58
2004-04-15T00:00:00Z,1.02
2004-05-15T00:00:00Z,1.87
2004-06-15T00:00:00Z,1.75
2004-07-15T00:00:00Z,1.161
2004-08-15T00:00:00Z,0.663
2004-09-15T00:00:00Z,1.396
2004-10-15T00:00:00Z,0.477
2004-11-15T00:00:00Z,1.17
2004-12-15T00:00:00Z,0.154
2005-01-15T00:00:00Z,-0.349
2005-02-15T00:00:00Z,-0.051
2005-03-15T00:00:00Z,0.472
2005-04-15T00:00:00Z,1.159
2005-05-15T00:00:00Z,0.941
2005-06-15T00:00:00Z,1.865
2005-07-15T00:00:00Z,1.765
2005-08-15T00:00:00Z,1.386
2005-09-15T00:00:00Z,1.323
2005-10-15T00:00:00Z,0.527
2005-11-15T00:00:00Z,0.754
2005-12-15T00:00:00Z,0.118
2006-01-15T00:00:00Z,0.097
2006-02-15T00:00:00Z,0.786
2006-03-15T00:00:00Z,0.311
2006-04-15T00:00:00Z,1.266
2006-05-15T00:00:00Z,1.579
2006-06-15T00:00:00Z,1.759
2006-07-15T00:00:00Z,2.074
2006-08-15T00:00:00Z,1.966
2006-09-15T00:00:00Z,1.497
2006-10-15T00:00:00Z,0.399
2006-11-15T00:00:00Z,0.124
2006-12-15T00:00:00Z,0.173
2007-01-15T00:00:00Z,1.082
2007-02-15T00:00:00Z,1.057
2007-03-15T00:00:00Z,1.572
2007-04-15T00:00:00Z,1.334
2007-05-15T00:00:00Z,1.729
2007-06-15T00:00:00Z,2.086
2007-07-15T00:00:00Z,1.324
2007-08-15T00:00:00Z,1.377
2007-09-15T00:00:00Z,1.424
2007-10-15T00:00:00Z,0.687
2007-11-15T00:00:00Z,0.905
2007-12-15T00:00:00Z,0.461
2008-01-15T00:00:00Z,0.034
2008-02-15T00:00:00Z,0.948
2008-03-15T00:00:00Z,1.377
2008-04-15T00:00:00Z,1.021
2008-05-15T00:00:00Z,1.777
2008-06-15T00:00:00Z,1.85
2008-07-15T00:00:00Z,1.205
2008-08-15T00:00:00Z,1.624
2008-09-15T00:00:00Z,0.459
2008-10-15T00:00:00Z,0.835
2008-11-15T00:00:00Z,0.195
2008-12-15T00:00:00Z,0.65
2009-01-15T00:00:00Z,0.39
2009-02-15T00:00:00Z,-0.056
2009-03-15T00:00:00Z,1.388
2009-04-15T00:00:00Z,1.171
2009-05-15T00:00:00Z,1.197
2009-06-15T00:00:00Z,1.167
2009-07-15T00:00:00Z,1.217
2009-08-15T00:00:00Z,0.949
2009-09-15T00:00:00Z,0.882
2009-10-15T00:00:00Z,0.95
2009-11-15T00:00:00Z,0.602
2009-12-15T00:00:00Z,-0.074
2010-01-15T00:00:00Z,-0.21
2010-02-15T00:00:00Z,0.096
2010-03-15T00:00:00Z,0.833
2010-04-15T00:00:00Z,1.307
2010-05-15T00:00:00Z,0.909
2010-06-15T00:00:00Z,1.988
2010-07-15T00:00:00Z,1.892
2010-08-15T00:00:00Z,1.387
2010-09-15T00:00:00Z,0.778
2010-10-15T00:00:00Z,0.493
2010-11-15T00:00:00Z,0.626
2010-12-15T00:00:00Z,-0.305
2011-01-15T00:00:00Z,0.438
2011-02-15T00:00:00Z,0.467
2011-03-15T00:00:00Z,-0.032
2011-04-15T00:00:00Z,0.956
2011-05-15T00:00:00Z,1.416
2011-06-15T00:00:00Z,1.674
2011-07-15T00:00:00Z,1.81
2011-08-15T00:00:00Z,1.839
2011-09-15T00:00:00Z,0.688
2011-10-15T00:00:00Z,0.596
2011-11-15T00:00:00Z,0.319
2011-12-15T00:00:00Z,0.77
2012-01-15T00:00:00Z,0.168
2012-02-15T00:00:00Z,1.064
2012-03-15T00:00:00Z,-0.043
2012-04-15T00:00:00Z,0.59
2012-05-15T00:00:00Z,1.688
2012-06-15T00:00:00Z,1.793
2012-07-15T00:00:00Z,1.609
2012-08-15T00:00:00Z,1.227
2012-09-15T00:00:00Z,0.81
2012-10-15T00:00:00Z,0.313
2012-11-15T00:00:00Z,-0.113
2012-12-15T00:00:00Z,0.439
2013-01-15T00:00:00Z,0.59
2013-02-15T00:00:00Z,1.143
2013-03-15T00:00:00Z,0.843
2013-04-15T00:00:00Z,1.72
2013-05-15T00:00:00Z,1.231
2013-06-15T00:00:00Z,1.497
2013-07-15T00:00:00Z,1.564
2013-08-15T00:00:00Z,0.755
2013-09-15T00:00:00Z,0.775
2013-10-15T00:00:00Z,1.227
2013-11-15T00:00:00Z,0.715
2013-12-15T00:00:00Z,0.918
2014-01-15T00:00:00Z,0.081
2014-02-15T00:00:00Z,0.137
2014-03-15T00:00:00Z,0.312
2014-04-15T00:00:00Z,0.654
2014-05-15T00:00:00Z,1.396
2014-06-15T00:00:00Z,1.933
2014-07-15T00:00:00Z,0.715
2014-08-15T00:00:00Z,0.761
2014-09-15T00:00:00Z,0.344
2014-10-15T00:00:00Z,0.301
2014-11-15T00:00:00Z,0.005
2014-12-15T00:00:00Z,-0.163
2015-01-15T00:00:00Z,0.147
2015-02-15T00:00:00Z,0.258
2015-03-15T00:00:00Z,0.633
2015-04-15T00:00:00Z,1.483
2015-05-15T00:00:00Z,1.467
2015-06-15T00:00:00Z,0.996
2015-07-15T00:00:00Z,0.496
2015-08-15T00:00:00Z,0.409
2015-09-15T00:00:00Z,0.899
2015-10-15T00:00:00Z,0.484
2015-11-15T00:00:00Z,0.57
2015-12-15T00:00:00Z,0.196
2016-01-15T00:00:00Z,-0.797
2016-02-15T00:00:00Z,0.176
2016-03-15T00:00:00Z,0.264
2016-04-15T00:00:00Z,0.948
2016-05-15T00:00:00Z,1.242
2016-06-15T00:00:00Z,1.551
2016-07-15T00:00:00Z,1.577
2016-08-15T00:00:00Z,0.597
2016-09-15T00:00:00Z,1.069
2016-10-15T00:00:00Z,0.078
2016-11-15T00:00:00Z,0.033
2016-12-15T00:00:00Z,0.559
2017-01-15T00:00:00Z,0.002
2017-02-15T00:00:00Z,-0.075
2017-03-15T00:00:00Z,0.443
2017-04-15T00:00:00Z,0.66
2017-05-15T00:00:00Z,1.692
2017-06-15T00:00:00Z,1.457
2017-07-15T00:00:00Z,1.531
2017-08-15T00:00:00Z,0.785
2017-09-15T00:00:00Z,0.537
2017-10-15T00:00:00Z,0.969
2017-11-15T00:00:00Z,-0.023
2017-12-15T00:00:00Z,0.509
2018-01-15T00:00:00Z,-0.014
2018-02-15T00:00:00Z,1.474
2018-03-15T00:00:00Z,0.237
2018-04-15T00:00:00Z,0.739
2018-05-15T00:00:00Z,1.72
2018-06-15T00:00:00Z,2.354
2018-07-15T00:00:00Z,1.269
2018-08-15T00:00:00Z,1.399
2018-09-15T00:00:00Z,1.373
2018-10-15T00:00:00Z,0.695
2018-11-15T00:00:00Z,0.499
2018-12-15T00:00:00Z,0.318
2019-01-15T00:00:00Z,-0.532
2019-02-15T00:00:00Z,0.559
2019-03-15T00:00:00Z,0.306
2019-04-15T00:00:00Z,1.313
2019-05-15T00:00:00Z,0.854
2019-06-15T00:00:00Z,1.727
2019-07-15T00:00:00Z,1.781
2019-08-15T00:00:00Z,0.942
2019-09-15T00:00:00Z,1.371
2019-10-15T00:00:00Z,1.121
2019-11-15T00:00:00Z,0.677
2019-12-15T00:00:00Z,-0.224
2020-01-15T00:00:00Z,0.34
2020-02-15T00:00:00Z,1.562
2020-03-15T00:00:00Z,0.658
2020-04-15T00:00:00Z,0.851
2020-05-15T00:00:00Z,1.028
2020-06-15T00:00:00Z,1.707
2020-07-15T00:00:00Z,1.087
2020-08-15T00:00:00Z,1.545
2020-09-15T00:00:00Z,0.582
2020-10-15T00:00:00Z,1.176
2020-11-15T00:00:00Z,0.676
2020-12-15T00:00:00Z,0.462
2021-01-15T00:00:00Z,0.354
2021-02-15T00:00:00Z,1.157
2021-03-15T00:00:00Z,1.018
2021-04-15T00:00:00Z,1.584
2021-05-15T00:00:00Z,2.324
2021-06-15T00:00:00Z,1.152
2021-07-15T00:00:00Z,1.858
2021-08-15T00:00:00Z,1.379
2021-09-15T00:00:00Z,0.837
2021-10-15T00:00:00Z,0.416
2021-11-15T00:00:00Z,0.201
2021-12-15T00:00:00Z,-0.1
2022-01-15T00:00:00Z,-0.011
2022-02-15T00:00:00Z,0.916
2022-03-15T00:00:00Z,0.817
2022-04-15T00:00:00Z,1.411
2022-05-15T00:00:00Z,1.847
2022-06-15T00:00:00Z,1.278
2022-07-15T00:00:00Z,1.056
2022-08-15T00:00:00Z,1.172
2022-09-15T00:00:00Z,0.735
2022-10-15T00:00:00Z,0.764
2022-11-15T00:00:00Z,0.334
2022-12-15T00:00:00Z,-0.174
2023-01-15T00:00:00Z,-0.164
2023-02-15T00:00:00Z,0.783
2023-03-15T00:00:00Z,0.247
2023-04-15T00:00:00Z,0.829
2023-05-15T00:00:00Z,1.075
2023-06-15T00:00:00Z,1.41
2023-07-15T00:00:00Z,1.571
2023-08-15T00:00:00Z,1.095
2023-09-15T00:00:00Z,0.888
2023-10-15T00:00:00Z,0.611
2023-11-15T00:00:00Z,-0.026
2023-12-15T00:00:00Z,-0.344
