time,cuti
2007-10-15T00:00:00Z,0.143
2007-11-15T00:00:00Z,0.083
2007-12-15T00:00:00Z,-0.751
2008-01-15T00:00:00Z,-0.355
2008-02-15T00:00:00Z,-0.072
2008-03-15T00:00:00Z,0.059
2008-04-15T00:00:00Z,0.278
2008-05-15T00:00:00Z,0.591
2008-06-15T00:00:00Z,0.559
2008-07-15T00:00:00Z,0.602
2008-08-15T00:00:00Z,0.254
2008-09-15T00:00:00Z,0.457
2008-10-15T00:00:00Z,-0.058
2008-11-15T00:00:00Z,-0.555
2008-12-15T00:00:00Z,0.001
2009-01-15T00:00:00Z,0.008
2009-02-15T00:00:00Z,0.055
2009-03-15T00:00:00Z,0.084
2009-04-15T00:00:00Z,0.317
2009-05-15T00:00:00Z,0.293
2009-06-15T00:00:00Z,0.309
2009-07-15T00:00:00Z,0.442
2009-08-15T00:00:00Z,0.29
2009-09-15T00:00:00Z,0.117
2009-10-15T00:00:00Z,0.013
2009-11-15T00:00:00Z,-0.801
2009-12-15T00:00:00Z,-0.235
2010-01-15T00:00:00Z,-0.985
2010-02-15T00:00:00Z,-0.218
2010-03-15T00:00:00Z,-0.1
2010-04-15T00:00:00Z,0.074
2010-05-15T00:00:00Z,0.157
2010-06-15T00:00:00Z,0.25
2010-07-15T00:00:00Z,0.912
2010-08-15T00:00:00Z,0.274
2010-09-15T00:00:00Z,-0.082
2010-10-15T00:00:00Z,-0.294
2010-11-15T00:00:00Z,-0.183
2010-12-15T00:00:00Z,-1.217
2011-01-15T00:00:00Z,0.015
2011-02-15T00:00:00Z,0.187
2011-03-15T00:00:00Z,-0.618
2011-04-15T00:00:00Z,0.262
2011-05-15T00:00:00Z,0.079
2011-06-15T00:00:00Z,0.263
2011-07-15T00:00:00Z,0.565
2011-08-15T00:00:00Z,0.364
2011-09-15T00:00:00Z,-0.006
2011-10-15T00:00:00Z,0.044
2011-11-15T00:00:00Z,-0.384
2011-12-15T00:00:00Z,0.506
2012-01-15T00:00:00Z,-0.623
2012-02-15T00:00:00Z,0.042
2012-03-15T00:00:00Z,-0.701
2012-04-15T00:00:00Z,-0.25
2012-05-15T00:00:00Z,0.531
2012-06-15T00:00:00Z,0.172
2012-07-15T00:00:00Z,0.469
2012-08-15T00:00:00Z,0.528
2012-09-15T00:00:00Z,0.533
2012-10-15T00:00:00Z,-0.196
2012-11-15T00:00:00Z,-0.585
2012-12-15T00:00:00Z,-0.184
2013-01-15T00:00:00Z,-0.072
2013-02-15T00:00:00Z,-0.069
2013-03-15T00:00:00Z,-0.06
2013-04-15T00:00:00Z,0.203
2013-05-15T00:00:00Z,0.185
2013-06-15T00:00:00Z,0.318
2013-07-15T00:00:00Z,1.231
2013-08-15T00:00:00Z,0.192
2013-09-15T00:00:00Z,-0.113
2013-10-15T00:00:00Z,0.408
2013-11-15T00:00:00Z,-0.079
2013-12-15T00:00:00Z,-0.033
2014-01-15T00:00:00Z,-0.255
2014-02-15T00:00:00Z,-0.333
2014-03-15T00:00:00Z,-0.287
2014-04-15T00:00:00Z,0.097
2014-05-15T00:00:00Z,0.174
2014-06-15T00:00:00Z,0.532
2014-07-15T00:00:00Z,0.735
2014-08-15T00:00:00Z,0.619
2014-09-15T00:00:00Z,0.108
2014-10-15T00:00:00Z,-0.539
2014-11-15T00:00:00Z,-0.262
2014-12-15T00:00:00Z,-0.664
2015-01-15T00:00:00Z,-0.194
2015-02-15T00:00:00Z,-0.44
2015-03-15T00:00:00Z,-0.071
2015-04-15T00:00:00Z,0.237
2015-05-15T00:00:00Z,0.513
2015-06-15T00:00:00Z,0.731
2015-07-15T00:00:00Z,0.277
2015-08-15T00:00:00Z,0.321
2015-09-15T00:00:00Z,0.272
2015-10-15T00:00:00Z,-0.062
2015-11-15T00:00:00Z,-0.255
2015-12-15T00:00:00Z,-0.964
2016-01-15T00:00:00Z,-0.845
2016-02-15T00:00:00Z,-0.455
2016-03-15T00:00:00Z,-0.555
2016-04-15T00:00:00Z,0.062
2016-05-15T00:00:00Z,0.519
2016-06-15T00:00:00Z,0.386
2016-07-15T00:00:00Z,0.483
2016-08-15T00:00:00Z,0.537
2016-09-15T00:00:00Z,0.383
2016-10-15T00:00:00Z,-1.036
2016-11-15T00:00:00Z,-0.693
2016-12-15T00:00:00Z,-0.086
2017-01-15T00:00:00Z,-0.47
2017-02-15T00:00:00Z,-0.151
2017-03-15T00:00:00Z,-0.54
2017-04-15T00:00:00Z,-0.353
2017-05-15T00:00:00Z,0.379
2017-06-15T00:00:00Z,0.284
2017-07-15T00:00:00Z,0.81
2017-08-15T00:00:00Z,0.507
2017-09-15T00:00:00Z,0.168
2017-10-15T00:00:00Z,0.048
2017-11-15T00:00:00Z,-0.821
2017-12-15T00:00:00Z,-0.009
2018-01-15T00:00:00Z,-0.688
2018-02-15T00:00:00Z,0.25
2018-03-15T00:00:00Z,-0.062
2018-04-15T00:00:00Z,-0.129
2018-05-15T00:00:00Z,0.45
2018-06-15T00:00:00Z,0.292
2018-07-15T00:00:00Z,0.623
2018-08-15T00:00:00Z,0.386
2018-09-15T00:00:00Z,0.253
2018-10-15T00:00:00Z,0.032
2018-11-15T00:00:00Z,-0.2
2018-12-15T00:00:00Z,-0.681
2019-01-15T00:00:00Z,-0.414
2019-02-15T00:00:00Z,0.103
2019-03-15T00:00:00Z,-0.009
2019-04-15T00:00:00Z,0.096
2019-05-15T00:00:00Z,0.393
2019-06-15T00:00:00Z,0.601
2019-07-15T00:00:00Z,0.271
2019-08-15T00:00:00Z,0.345
2019-09-15T00:00:00Z,0.065
2019-10-15T00:00:00Z,0.178
2019-11-15T00:00:00Z,0.311
2019-12-15T00:00:00Z,-0.422
2020-01-15T00:00:00Z,-1.055
2020-02-15T00:00:00Z,0.08
2020-03-15T00:00:00Z,0.112
2020-04-15T00:00:00Z,0.255
2020-05-15T00:00:00Z,0.021
2020-06-15T00:00:00Z,0.325
2020-07-15T00:00:00Z,0.618
2020-08-15T00:00:00Z,0.42
2020-09-15T00:00:00Z,-0.048
2020-10-15T00:00:00Z,0.196
2020-11-15T00:00:00Z,-0.34
2020-12-15T00:00:00Z,-0.444
2021-01-15T00:00:00Z,-0.567
2021-02-15T00:00:00Z,-0.076
2021-03-15T00:00:00Z,-0.158
2021-04-15T00:00:00Z,0.381
2021-05-15T00:00:00Z,0.375
2021-06-15T00:00:00Z,0.228
2021-07-15T00:00:00Z,0.74
2021-08-15T00:00:00Z,0.444
2021-09-15T00:00:00Z,0.188
2021-10-15T00:00:00Z,-0.46
2021-11-15T00:00:00Z,-0.331
2021-12-15T00:00:00Z,-0.179
2022-01-15T00:00:00Z,-0.287
2022-02-15T00:00:00Z,0.162
2022-03-15T00:00:00Z,-0.082
2022-04-15T00:00:00Z,-0.098
2022-05-15T00:00:00Z,-0.001
2022-06-15T00:00:00Z,0.1
2022-07-15T00:00:00Z,0.509
2022-08-15T00:00:00Z,0.212
2022-09-15T00:00:00Z,0.181
2022-10-15T00:00:00Z,0.214
2022-11-15T00:00:00Z,-0.126
2022-12-15T00:00:00Z,-0.594
2023-01-15T00:00:00Z,-0.486
2023-02-15T00:00:00Z,0.066
2023-03-15T00:00:00Z,-0.066
2023-04-15T00:00:00Z,-0.226
2023-05-15T00:00:00Z,0.398
2023-06-15T00:00:00Z,0.553
2023-07-15T00:00:00Z,0.355
2023-08-15T00:00:00Z,0.421
2023-09-15T00:00:00Z,-0.126
2023-10-15T00:00:00Z,-0.006
2023-11-15T00:00:00Z,-0.094
2023-12-15T00:00:00Z,-0.482
