Stock Country,stock_code,run_year,brood_year,age,Mat Rate,Marine Survival
CA,PHI,2012,2009,3,0.0123,0.058254865
CA,PHI,2011,2009,2,0.0093,0.097999582
CA,PHI,2015,2010,5,1,0.007427532
CA,PHI,2014,2010,4,0.4581,0.019798145
CA,PHI,2013,2010,3,0.0243,0.029879651
CA,PHI,2012,2010,2,0.0063,0.05011788
CA,PHI,2016,2011,5,1,0.002706402
CA,PHI,2015,2011,4,0.7096,0.015746449
CA,PHI,2014,2011,3,0.1253,0.027735993
CA,PHI,2013,2011,2,0.0149,0.047702949
CA,PHI,2017,2012,5,1,0.004781911
CA,PHI,2016,2012,4,0.5149,0.01520617
CA,PHI,2015,2012,3,0.0557,0.023775587
CA,PHI,2014,2012,2,0.0014,0.040531728
CA,PHI,2018,2013,5,1,0.001365906
CA,PHI,2017,2013,4,0.7384,0.008569722
CA,PHI,2016,2013,3,0.0573,0.01414584
CA,PHI,2015,2013,2,0.001,0.024268959
CA,PHI,2019,2014,5,1,0.000239914
CA,PHI,2018,2014,4,0.8751,0.003374356
CA,PHI,2017,2014,3,0.1157,0.005807861
CA,PHI,2016,2014,2,0,0.010045908
CA,PHI,2020,2015,5,1,0.000673694
CA,PHI,2019,2015,4,0.8385,0.005852307
CA,PHI,2018,2015,3,0.1302,0.010098263
CA,PHI,2017,2015,2,0.0032,0.017479685
CA,PHI,2021,2016,5,1,0.003091496
CA,PHI,2020,2016,4,0.7832,0.020770958
CA,PHI,2019,2016,3,0.2499,0.042125609
CA,PHI,2018,2016,2,0.001,0.071834857
CA,PHI,2021,2017,4,0.4909,0.009794911
CA,PHI,2020,2017,3,0.1567,0.017168851
CA,PHI,2019,2017,2,0,0.029063994
CA,PHI,2021,2018,3,0.1009,0.016735571
CA,PHI,2020,2018,2,0,0.028438426
CA,PHI,2021,2019,2,0,0.011573714
CA,PPS,1980,1975,5,1,0
CA,PPS,1979,1975,4,1,0.003509784
CA,PPS,1978,1975,3,0.4026,0.020541741
CA,PPS,1977,1975,2,0.078,0.047092626
CA,PPS,1981,1976,5,1,0.000229515
CA,PPS,1980,1976,4,0.9599,0.01103727
CA,PPS,1979,1976,3,0.4449,0.049472458
CA,PPS,1978,1976,2,0.1123,0.127581187
CA,PPS,1982,1977,5,1,8.93286E-05
CA,PPS,1981,1977,4,0.8908,0.002003893
CA,PPS,1980,1977,3,0.3655,0.008314223
CA,PPS,1979,1977,2,0.1013,0.019313637
CA,PPS,1983,1978,5,1,9.24278E-05
CA,PPS,1982,1978,4,0.9228,0.002801719
CA,PPS,1981,1978,3,0.3336,0.010777087
CA,PPS,1980,1978,2,0.0265,0.022565104
CA,PPS,1984,1979,5,1,0
CA,PPS,1983,1979,4,1,0.001006252
CA,PPS,1982,1979,3,0.2748,0.003945737
CA,PPS,1981,1979,2,0.1158,0.009115086
CA,PPS,1985,1980,5,1,2.23187E-05
CA,PPS,1984,1980,4,0.9845,0.00210506
CA,PPS,1983,1980,3,0.3905,0.009591973
CA,PPS,1982,1980,2,0.0682,0.021509151
CA,PPS,1986,1981,5,1,0
CA,PPS,1985,1981,4,1,0.000531925
CA,PPS,1984,1981,3,0.6534,0.003844551
CA,PPS,1983,1981,2,0.0925,0.008671576
CA,PPS,1987,1982,5,1,9.51684E-05
CA,PPS,1986,1982,4,0.872,0.001277452
CA,PPS,1985,1982,3,0.3081,0.003557833
CA,PPS,1984,1982,2,0.0136,0.007485359
CA,PPS,1988,1983,5,1,0
CA,PPS,1987,1983,4,1,0.000590164
CA,PPS,1986,1983,3,0.2296,0.002473068
CA,PPS,1985,1983,2,0.0269,0.005244965
CA,PPS,1989,1984,5,1,0.000176576
CA,PPS,1988,1984,4,0.816,0.001384936
CA,PPS,1987,1984,3,0.2851,0.003966371
CA,PPS,1986,1984,2,0.0102,0.007482079
CA,PPS,1990,1985,5,1,0
CA,PPS,1989,1985,4,1,0.000185215
CA,PPS,1988,1985,3,0.6448,0.000942181
CA,PPS,1987,1985,2,0,0.002250765
CA,PPS,1991,1986,5,1,0.000252393
CA,PPS,1990,1986,4,0.7683,0.001795872
CA,PPS,1989,1986,3,0.2226,0.004193605
CA,PPS,1988,1986,2,0,0.007614499
CA,PPS,1992,1987,5,1,0
CA,PPS,1991,1987,4,1,0.000373844
CA,PPS,1990,1987,3,0.4836,0.001164582
CA,PPS,1989,1987,2,0.0589,0.00220455
CA,PPS,1993,1988,5,1,0
CA,PPS,1992,1988,4,1,0.000522163
CA,PPS,1991,1988,3,0.3883,0.002286383
CA,PPS,1990,1988,2,0.0488,0.004881841
CA,PPS,1994,1989,5,1,3.58984E-05
CA,PPS,1993,1989,4,0.8911,0.000665753
CA,PPS,1992,1989,3,0.453,0.002809869
CA,PPS,1991,1989,2,0.0872,0.006750538
CA,PPS,1995,1990,5,1,0
CA,PPS,1994,1990,4,1,8.32368E-05
CA,PPS,1993,1990,3,0.6985,0.001165315
CA,PPS,1992,1990,2,0.0153,0.00229962
CA,PPS,1996,1991,5,1,0
CA,PPS,1995,1991,4,1,9.75066E-05
CA,PPS,1994,1991,3,0.563,0.000513535
CA,PPS,1993,1991,2,0.0374,0.001063286
CA,PPS,1997,1992,5,1,0
CA,PPS,1996,1992,4,1,0.000100139
CA,PPS,1995,1992,3,0.6898,0.000539967
CA,PPS,1994,1992,2,0,0.000979795
CA,PPS,1998,1993,5,1,0
CA,PPS,1997,1993,4,1,0.000408817
CA,PPS,1996,1993,3,0.4839,0.001645488
CA,PPS,1995,1993,2,0.1629,0.003546486
CA,PPS,1999,1994,5,1,7.48528E-05
CA,PPS,1998,1994,4,0,0.000275595
CA,PPS,1997,1994,3,0.4375,0.000816577
CA,PPS,1996,1994,2,0.1466,0.001844102
CA,PPS,2001,1996,5,1,7.96294E-05
CA,PPS,2000,1996,4,0.8181,0.000553786
CA,PPS,1999,1996,3,0.6186,0.002073983
CA,PPS,1998,1996,2,0.0171,0.004285507
CA,PPS,2002,1997,5,1,0.000706629
CA,PPS,2001,1997,4,0.8262,0.005516488
CA,PPS,2000,1997,3,0.1477,0.009766505
CA,PPS,1999,1997,2,0.0751,0.017846658
CA,PPS,2003,1998,5,1,0
CA,PPS,2002,1998,4,1,0.001359638
CA,PPS,2001,1998,3,0.6264,0.005680345
CA,PPS,2000,1998,2,0.0899,0.010558223
CA,PPS,2004,1999,5,1,0.000300976
CA,PPS,2003,1999,4,0.4745,0.000716931
CA,PPS,2002,1999,3,0.4594,0.002360461
CA,PPS,2001,1999,2,0.1725,0.004856191
CA,PPS,2005,2000,5,1,0.000262865
CA,PPS,2004,2000,4,0.5292,0.001061571
CA,PPS,2003,2000,3,0.5452,0.003619452
CA,PPS,2002,2000,2,0.0612,0.006632292
CA,PPS,2006,2001,5,1,0
CA,PPS,2005,2001,4,1,0.001519957
CA,PPS,2004,2001,3,0.2058,0.00284509
CA,PPS,2003,2001,2,0.0976,0.005319851
CA,PPS,2007,2002,5,1,0
CA,PPS,2006,2002,4,1,0.000922185
CA,PPS,2005,2002,3,0.6958,0.005506623
CA,PPS,2004,2002,2,0.064,0.009983444
CA,PPS,2008,2003,5,1,7.53491E-05
CA,PPS,2007,2003,4,0.9003,0.001682797
CA,PPS,2006,2003,3,0.3351,0.004269783
CA,PPS,2005,2003,2,0.1872,0.009279662
CA,PPS,2009,2004,5,1,8.07519E-06
CA,PPS,2008,2004,4,0.9444,0.000216167
CA,PPS,2007,2004,3,0.5074,0.000766522
CA,PPS,2006,2004,2,0.5893,0.003217651
CA,PPS,2010,2005,5,1,1.83501E-05
CA,PPS,2009,2005,4,0.9848,0.001790215
CA,PPS,2008,2005,3,0.3262,0.004143886
CA,PPS,2007,2005,2,0.2564,0.009824325
CA,PPS,2011,2006,5,1,1.22749E-05
CA,PPS,2010,2006,4,0.9789,0.001061782
CA,PPS,2009,2006,3,0.4066,0.002930362
CA,PPS,2008,2006,2,0.0637,0.005286034
CA,PPS,2012,2007,5,1,0
CA,PPS,2011,2007,4,1,0.001111889
CA,PPS,2010,2007,3,0.5261,0.003736603
CA,PPS,2009,2007,2,0.1831,0.008049761
CA,PPS,2013,2008,5,1,0.000101166
CA,PPS,2012,2008,4,0.8837,0.001450048
CA,PPS,2011,2008,3,0.3651,0.003749422
CA,PPS,2010,2008,2,0.1271,0.00735925
CA,PPS,2014,2009,5,1,2.50418E-05
CA,PPS,2013,2009,4,0.8915,0.000310746
CA,PPS,2012,2009,3,0.4627,0.000988014
CA,PPS,2011,2009,2,0.2439,0.002241244
CA,PPS,2015,2010,5,1,3.73415E-05
CA,PPS,2014,2010,4,0.956,0.001130277
CA,PPS,2013,2010,3,0.2148,0.002486276
CA,PPS,2012,2010,2,0.0794,0.004654312
CA,PPS,2016,2011,5,1,6.86445E-05
CA,PPS,2015,2011,4,0.9174,0.001351125
CA,PPS,2014,2011,3,0.5028,0.00474875
CA,PPS,2013,2011,2,0.1181,0.009370256
CA,PPS,2017,2012,5,1,0
CA,PPS,2016,2012,4,1,0.000977948
CA,PPS,2015,2012,3,0.4518,0.003385204
CA,PPS,2014,2012,2,0.0253,0.006035335
CA,PPS,2018,2013,5,1,0
CA,PPS,2017,2013,4,1,0.00144639
CA,PPS,2016,2013,3,0.4665,0.006126844
CA,PPS,2015,2013,2,0.1348,0.012513712
CA,PPS,2019,2014,5,1,0
CA,PPS,2018,2014,4,1,0.001490286
CA,PPS,2017,2014,3,0.374,0.004147678
CA,PPS,2016,2014,2,0.1527,0.009139914
CA,PPS,2020,2015,5,1,7.2684E-06
CA,PPS,2019,2015,4,0.9937,0.001551474
CA,PPS,2018,2015,3,0.4389,0.00474032
CA,PPS,2017,2015,2,0.0542,0.008858861
CA,PPS,2021,2016,5,1,0
CA,PPS,2020,2016,4,1,0.001054196
CA,PPS,2019,2016,3,0.5885,0.004137521
CA,PPS,2018,2016,2,0.0477,0.007581492
CA,PPS,2021,2017,4,1,0.000806279
CA,PPS,2020,2017,3,0.6607,0.005234942
CA,PPS,2019,2017,2,0.0766,0.009582443
CA,PPS,2021,2018,3,0.6383,0.002489614
CA,PPS,2020,2018,2,0.0412,0.00478
CA,PPS,2021,2019,2,0.1982,0.003852255
US,QUE,1982,1977,5,1,0.001090059
US,QUE,1981,1977,4,0.3694,0.003009048
US,QUE,1980,1977,3,0,0.004393636
US,QUE,1979,1977,2,0,0.007320702
US,QUE,1983,1978,5,1,0.000881318
US,QUE,1982,1978,4,0.4929,0.003152956
US,QUE,1981,1978,3,0.0938,0.005387872
US,QUE,1980,1978,2,0,0.00905901
US,QUE,1984,1979,5,1,0.002816567
US,QUE,1983,1979,4,0.4387,0.009947115
US,QUE,1982,1979,3,0.1019,0.018682037
US,QUE,1981,1979,2,0,0.032277616
US,QUE,1985,1980,5,1,0.002186145
US,QUE,1984,1980,4,0.1695,0.003879043
US,QUE,1983,1980,3,0.0188,0.006425827
US,QUE,1982,1980,2,0,0.011109183
US,QUE,1986,1981,5,1,0.000789054
US,QUE,1985,1981,4,0.3714,0.002291079
US,QUE,1984,1981,3,0.0556,0.003845871
US,QUE,1983,1981,2,0,0.007145662
US,QUE,1987,1982,5,1,0.002432016
US,QUE,1986,1982,4,0.2321,0.004504874
US,QUE,1985,1982,3,0.0505,0.006981358
US,QUE,1984,1982,2,0,0.012071148
US,QUE,1988,1983,5,1,0.006974788
US,QUE,1987,1983,4,0.2751,0.014941632
US,QUE,1986,1983,3,0.0747,0.024819626
US,QUE,1985,1983,2,0,0.042416197
US,QUE,1990,1985,5,1,0.006492513
US,QUE,1989,1985,4,0.2473,0.011792749
US,QUE,1988,1985,3,0.082,0.019760525
US,QUE,1987,1985,2,0,0.034266703
US,QUE,1991,1986,5,1,0.004264043
US,QUE,1990,1986,4,0.309,0.009260702
US,QUE,1989,1986,3,0.0544,0.014700547
US,QUE,1988,1986,2,0.0017,0.025507379
US,QUE,1992,1987,5,1,0.004466511
US,QUE,1991,1987,4,0.2287,0.008751496
US,QUE,1990,1987,3,0.1221,0.015440469
US,QUE,1989,1987,2,0,0.026114175
US,QUE,1993,1988,5,1,0.002256026
US,QUE,1992,1988,4,0.234,0.004095811
US,QUE,1991,1988,3,0.0953,0.00688841
US,QUE,1990,1988,2,0,0.011902221
US,QUE,1994,1989,5,1,0.006541267
US,QUE,1993,1989,4,0.1448,0.011080663
US,QUE,1992,1989,3,0.0408,0.017795789
US,QUE,1991,1989,2,0.0046,0.030818714
US,QUE,1995,1990,5,1,0.004815688
US,QUE,1994,1990,4,0.2436,0.009484876
US,QUE,1993,1990,3,0.0323,0.015095074
US,QUE,1992,1990,2,0,0.026175047
US,QUE,1996,1991,5,1,0.002217483
US,QUE,1995,1991,4,0.1401,0.003584229
US,QUE,1994,1991,3,0.0049,0.005843183
US,QUE,1993,1991,2,0,0.010067241
US,QUE,1997,1992,5,1,0.001739852
US,QUE,1996,1992,4,0.3001,0.003443344
US,QUE,1995,1992,3,0.0257,0.00527228
US,QUE,1994,1992,2,0,0.009625244
US,QUE,1998,1993,5,1,0.004562027
US,QUE,1997,1993,4,0.3425,0.010796347
US,QUE,1996,1993,3,0.0735,0.017192446
US,QUE,1995,1993,2,0.0003,0.029465311
US,QUE,1999,1994,5,1,0.004746373
US,QUE,1998,1994,4,0.0306,0.006719654
US,QUE,1997,1994,3,0.0236,0.01040003
US,QUE,1996,1994,2,0,0.017672053
US,QUE,2000,1995,5,1,0.000864578
US,QUE,1999,1995,4,0.4777,0.002235518
US,QUE,1998,1995,3,0.0153,0.003363042
US,QUE,1997,1995,2,0,0.005856266
US,QUE,2001,1996,5,1,0.001746061
US,QUE,2000,1996,4,0.4245,0.004460058
US,QUE,1999,1996,3,0.0554,0.006867065
US,QUE,1998,1996,2,0.003,0.011810364
US,QUE,2002,1997,5,1,0.005763435
US,QUE,2001,1997,4,0.3445,0.011658389
US,QUE,2000,1997,3,0.0476,0.017804425
US,QUE,1999,1997,2,0.0133,0.030403874
US,QUE,2003,1998,5,1,0.010450403
US,QUE,2002,1998,4,0.2308,0.020377148
US,QUE,2001,1998,3,0.0572,0.03117476
US,QUE,2000,1998,2,0,0.052471156
US,QUE,2004,1999,5,1,0.013355595
US,QUE,2003,1999,4,0.177,0.021802599
US,QUE,2002,1999,3,0.0465,0.033667251
US,QUE,2001,1999,2,0,0.056458246
US,QUE,2005,2000,5,1,0.007090762
US,QUE,2004,2000,4,0.348,0.015251676
US,QUE,2003,2000,3,0.0669,0.023734118
US,QUE,2002,2000,2,0,0.040287446
US,QUE,2006,2001,5,1,0.005840363
US,QUE,2005,2001,4,0.5205,0.017698812
US,QUE,2004,2001,3,0.1098,0.029378559
US,QUE,2003,2001,2,0,0.049682009
US,QUE,2007,2002,5,1,0.001807828
US,QUE,2006,2002,4,0.2194,0.003549927
US,QUE,2005,2002,3,0.1033,0.005870331
US,QUE,2004,2002,2,0,0.01004938
US,QUE,2008,2003,5,1,0.001708126
US,QUE,2007,2003,4,0.2337,0.00394793
US,QUE,2006,2003,3,0.0465,0.006231376
US,QUE,2005,2003,2,0,0.010702068
US,QUE,2009,2004,5,1,0.004049509
US,QUE,2008,2004,4,0.3497,0.009227561
US,QUE,2007,2004,3,0.0434,0.014495641
US,QUE,2006,2004,2,0,0.024817476
US,QUE,2010,2005,5,1,0.006705425
US,QUE,2009,2005,4,0.2489,0.01314888
US,QUE,2008,2005,3,0.0533,0.020281013
US,QUE,2007,2005,2,0,0.034608254
US,QUE,2011,2006,5,1,0.003487279
US,QUE,2010,2006,4,0.4793,0.010643349
US,QUE,2009,2006,3,0.0831,0.017306323
US,QUE,2008,2006,2,0,0.029270199
US,QUE,2012,2007,5,1,0.00557626
US,QUE,2011,2007,4,0.4516,0.016927398
US,QUE,2010,2007,3,0.0976,0.027653315
US,QUE,2009,2007,2,0,0.047197454
US,QUE,2013,2008,5,1,0.003381722
US,QUE,2012,2008,4,0.4799,0.013115128
US,QUE,2011,2008,3,0.1487,0.022920205
US,QUE,2010,2008,2,0,0.039148179
US,QUE,2014,2009,5,1,0.003400463
US,QUE,2013,2009,4,0.2999,0.008914345
US,QUE,2012,2009,3,0.0679,0.01438257
US,QUE,2011,2009,2,0,0.02471134
US,QUE,2015,2010,5,1,0.00671617
US,QUE,2014,2010,4,0.4044,0.018952428
US,QUE,2013,2010,3,0.0715,0.029981513
US,QUE,2012,2010,2,0,0.052020582
US,QUE,2016,2011,5,1,0.00201799
US,QUE,2015,2011,4,0.5984,0.008647648
US,QUE,2014,2011,3,0.047,0.013466975
US,QUE,2013,2011,2,0,0.023059882
US,QUE,2017,2012,5,1,0.002918556
US,QUE,2016,2012,4,0.4806,0.010479903
US,QUE,2015,2012,3,0.0844,0.016954123
US,QUE,2014,2012,2,0,0.029180003
US,QUE,2018,2013,5,1,0.001727378
US,QUE,2017,2013,4,0.5224,0.005655574
US,QUE,2016,2013,3,0.0218,0.008693575
US,QUE,2015,2013,2,0,0.01504304
US,QUE,2019,2014,5,1,0.000614856
US,QUE,2018,2014,4,0.7551,0.005935883
US,QUE,2017,2014,3,0.1178,0.009928506
US,QUE,2016,2014,2,0,0.017201596
US,QUE,2020,2015,5,1,0.001115507
US,QUE,2019,2015,4,0.6326,0.00704767
US,QUE,2018,2015,3,0.1015,0.011983017
US,QUE,2017,2015,2,0,0.020405771
US,QUE,2021,2016,5,1,0.000986671
US,QUE,2020,2016,4,0.8231,0.011918237
US,QUE,2019,2016,3,0.2156,0.024443369
US,QUE,2018,2016,2,0,0.042039616
US,QUE,2021,2017,4,0.6354,0.006951151
US,QUE,2020,2017,3,0.1395,0.012735087
US,QUE,2019,2017,2,0,0.022061062
US,QUE,2021,2018,3,0.098,0.009436052
US,QUE,2020,2018,2,0,0.01652737
CA,QUI,1979,1974,5,1,0.012657765
CA,QUI,1978,1974,4,0.1749,0.025610889
CA,QUI,1977,1974,3,0.0231,0.052254008
CA,QUI,1976,1974,2,0.0062,0.091124035
CA,QUI,1980,1975,5,1,0.001983523
CA,QUI,1979,1975,4,0.5249,0.006214769
CA,QUI,1978,1975,3,0,0.01155828
CA,QUI,1977,1975,2,0,0.021348836
CA,QUI,1981,1976,5,1,0.010338437
CA,QUI,1980,1976,4,0.3129,0.027630942
CA,QUI,1979,1976,3,0.0122,0.049738991
CA,QUI,1978,1976,2,0.0009,0.090921821
CA,QUI,1982,1977,5,1,0.00289474
CA,QUI,1981,1977,4,0.2316,0.00753616
CA,QUI,1980,1977,3,0.0097,0.014133414
CA,QUI,1979,1977,2,0.004,0.026259851
CA,QUI,1983,1978,5,1,0.005727732
CA,QUI,1982,1978,4,0.2716,0.013719224
CA,QUI,1981,1978,3,0.0062,0.02609129
CA,QUI,1980,1978,2,0.0021,0.04869189
CA,QUI,1984,1979,5,1,0.002607833
CA,QUI,1983,1979,4,0.2519,0.007571662
CA,QUI,1982,1979,3,0.0141,0.01390261
CA,QUI,1981,1979,2,0.0007,0.024868733
CA,QUI,1985,1980,5,1,0.00282217
CA,QUI,1984,1980,4,0.4479,0.008683649
CA,QUI,1983,1980,3,0.0186,0.015947887
CA,QUI,1982,1980,2,0.0058,0.030224633
CA,QUI,1986,1981,5,1,0.01055085
CA,QUI,1985,1981,4,0.3012,0.026138038
CA,QUI,1984,1981,3,0.0158,0.043109619
CA,QUI,1983,1981,2,0.0007,0.079308305
CA,QUI,1987,1982,5,1,0.004525967
CA,QUI,1986,1982,4,0.384,0.012355989
CA,QUI,1985,1982,3,0.0442,0.023069726
CA,QUI,1984,1982,2,0.0144,0.042322892
CA,QUI,1988,1983,5,1,0.00312048
CA,QUI,1987,1983,4,0.3908,0.008724691
CA,QUI,1986,1983,3,0.0355,0.019048289
CA,QUI,1985,1983,2,0.006,0.037023943
CA,QUI,1989,1984,5,1,0.005292364
CA,QUI,1988,1984,4,0.3787,0.013470711
CA,QUI,1987,1984,3,0.0628,0.025030498
CA,QUI,1986,1984,2,0.0016,0.046742094
CA,QUI,1990,1985,5,1,0.001560467
CA,QUI,1989,1985,4,0.386,0.004074154
CA,QUI,1988,1985,3,0.0254,0.006818119
CA,QUI,1987,1985,2,0.0052,0.01273616
CA,QUI,1991,1986,5,1,0.001298294
CA,QUI,1990,1986,4,0.6367,0.006547433
CA,QUI,1989,1986,3,0.129,0.013884474
CA,QUI,1988,1986,2,0.0029,0.024950754
CA,QUI,1992,1987,5,1,0.000951197
CA,QUI,1991,1987,4,0.4878,0.003498723
CA,QUI,1990,1987,3,0.0627,0.0068903
CA,QUI,1989,1987,2,0.002,0.012619634
CA,QUI,1993,1988,5,1,0.000628032
CA,QUI,1992,1988,4,0.5971,0.003101977
CA,QUI,1991,1988,3,0.0813,0.0062354
CA,QUI,1990,1988,2,0.0029,0.0115
CA,QUI,1994,1989,5,1,0.00027429
CA,QUI,1993,1989,4,0.3189,0.000641063
CA,QUI,1992,1989,3,0.014,0.00123205
CA,QUI,1991,1989,2,0,0.002251165
CA,QUI,1995,1990,5,1,0.000274005
CA,QUI,1994,1990,4,0.6918,0.001396796
CA,QUI,1993,1990,3,0.156,0.003224052
CA,QUI,1992,1990,2,0.0078,0.006001749
CA,QUI,1996,1991,5,1,0.000162596
CA,QUI,1995,1991,4,0.6868,0.000893373
CA,QUI,1994,1991,3,0.0678,0.003641693
CA,QUI,1993,1991,2,0.0026,0.006695783
CA,QUI,1997,1992,5,1,0.000238314
CA,QUI,1996,1992,4,0.58,0.000794533
CA,QUI,1995,1992,3,0.0828,0.001562536
CA,QUI,1994,1992,2,0,0.002970922
CA,QUI,1998,1993,5,1,0.000447273
CA,QUI,1997,1993,4,0.6042,0.001938468
CA,QUI,1996,1993,3,0.1625,0.003764906
CA,QUI,1995,1993,2,0.0012,0.006923828
CA,QUI,1999,1994,5,1,0.00083951
CA,QUI,1998,1994,4,0.5444,0.002773885
CA,QUI,1997,1994,3,0.1224,0.004934916
CA,QUI,1996,1994,2,0.0079,0.008536493
CA,QUI,2000,1995,5,1,0.000410471
CA,QUI,1999,1995,4,0.781,0.003059654
CA,QUI,1998,1995,3,0.1475,0.005383558
CA,QUI,1997,1995,2,0.0047,0.009268026
CA,QUI,2001,1996,5,1,0.00151855
CA,QUI,2000,1996,4,0.5575,0.005149106
CA,QUI,1999,1996,3,0.1921,0.00985312
CA,QUI,1998,1996,2,0.005,0.016906086
CA,QUI,2002,1997,5,1,0.002073602
CA,QUI,2001,1997,4,0.5765,0.007036116
CA,QUI,2000,1997,3,0.0798,0.011316172
CA,QUI,1999,1997,2,0.005,0.019444727
CA,QUI,2003,1998,5,1,0.001169222
CA,QUI,2002,1998,4,0.6068,0.00453822
CA,QUI,2001,1998,3,0.135,0.007908794
CA,QUI,2000,1998,2,0.0034,0.013441326
CA,QUI,2004,1999,5,1,0.00134129
CA,QUI,2003,1999,4,0.4166,0.00360956
CA,QUI,2002,1999,3,0.0825,0.005972018
CA,QUI,2001,1999,2,0.002,0.010167572
CA,QUI,2005,2000,5,1,0.000933341
CA,QUI,2004,2000,4,0.5813,0.003387393
CA,QUI,2003,2000,3,0.0614,0.005290678
CA,QUI,2002,2000,2,0,0.00903363
CA,QUI,2006,2001,5,1,0.001280913
CA,QUI,2005,2001,4,0.5125,0.00417272
CA,QUI,2004,2001,3,0.0821,0.007132991
CA,QUI,2003,2001,2,0.0006,0.012195743
CA,QUI,2007,2002,5,1,0.000607235
CA,QUI,2006,2002,4,0.6759,0.002952921
CA,QUI,2005,2002,3,0.1222,0.005102269
CA,QUI,2004,2002,2,0.0041,0.00881527
CA,QUI,2008,2003,5,1,0.000542492
CA,QUI,2007,2003,4,0.7163,0.003290742
CA,QUI,2006,2003,3,0.137,0.005828335
CA,QUI,2005,2003,2,0.0098,0.010128388
CA,QUI,2009,2004,5,1,0.000551591
CA,QUI,2008,2004,4,0.6016,0.002000887
CA,QUI,2007,2004,3,0.097,0.003414904
CA,QUI,2006,2004,2,0.0126,0.005931149
CA,QUI,2010,2005,5,1,0.000880461
CA,QUI,2009,2005,4,0.5572,0.002974556
CA,QUI,2008,2005,3,0.0841,0.004955833
CA,QUI,2007,2005,2,0.001,0.008613058
CA,QUI,2011,2006,5,1,0.000137196
CA,QUI,2010,2006,4,0.6665,0.000571138
CA,QUI,2009,2006,3,0.0723,0.00093451
CA,QUI,2008,2006,2,0.0047,0.001593313
CA,QUI,2012,2007,5,1,0.000558367
CA,QUI,2011,2007,4,0.5879,0.002130373
CA,QUI,2010,2007,3,0.1295,0.003682062
CA,QUI,2009,2007,2,0.001,0.006288402
CA,QUI,2013,2008,5,1,0.000938476
CA,QUI,2012,2008,4,0.4812,0.003026649
CA,QUI,2011,2008,3,0.0884,0.005091634
CA,QUI,2010,2008,2,0.0035,0.008695872
CA,QUI,2014,2009,5,1,0.00020239
CA,QUI,2013,2009,4,0.7339,0.001099754
CA,QUI,2012,2009,3,0.088,0.001887365
CA,QUI,2011,2009,2,0.001,0.003223736
CA,QUI,2015,2010,5,1,0.000262188
CA,QUI,2014,2010,4,0.5843,0.000892056
CA,QUI,2013,2010,3,0.1757,0.001684011
CA,QUI,2012,2010,2,0.0092,0.00295472
CA,QUI,2016,2011,5,1,0.000408154
CA,QUI,2015,2011,4,0.5949,0.001482733
CA,QUI,2014,2011,3,0.0994,0.002543552
CA,QUI,2013,2011,2,0.0059,0.00442724
CA,QUI,2017,2012,5,1,0.000649711
CA,QUI,2016,2012,4,0.7593,0.00467702
CA,QUI,2015,2012,3,0.0942,0.007659052
CA,QUI,2014,2012,2,0.0039,0.012969653
CA,QUI,2018,2013,5,1,0.000818125
CA,QUI,2017,2013,4,0.7407,0.005320883
CA,QUI,2016,2013,3,0.1371,0.009493401
CA,QUI,2015,2013,2,0.0032,0.016053755
CA,QUI,2019,2014,5,1,0.000451446
CA,QUI,2018,2014,4,0.7344,0.003058101
CA,QUI,2017,2014,3,0.1921,0.005804186
CA,QUI,2016,2014,2,0.0115,0.010066357
CA,QUI,2020,2015,5,1,0.000523573
CA,QUI,2019,2015,4,0.781,0.004236857
CA,QUI,2018,2015,3,0.1655,0.008020339
CA,QUI,2017,2015,2,0.0151,0.013997679
CA,QUI,2021,2016,5,1,0.000321068
CA,QUI,2020,2016,4,0.7886,0.002444572
CA,QUI,2019,2016,3,0.207,0.005240959
CA,QUI,2018,2016,2,0.0108,0.009145809
CA,QUI,2021,2017,4,0.8577,0.004501055
CA,QUI,2020,2017,3,0.1513,0.008252238
CA,QUI,2019,2017,2,0.0085,0.014576206
CA,QUI,2021,2018,3,0.1821,0.005075045
CA,QUI,2020,2018,2,0.0066,0.008726514
CA,QUI,2021,2019,2,0.0058,0.00691536
CA,RBT,1978,1973,5,1,0.001930697
CA,RBT,1977,1973,4,0.5077,0.0090954
CA,RBT,1976,1973,3,0.1101,0.019191357
CA,RBT,1975,1973,2,0.0347,0.034830315
CA,RBT,1979,1974,5,1,0.003609342
CA,RBT,1978,1974,4,0.7505,0.040812424
CA,RBT,1977,1974,3,0.2731,0.114351738
CA,RBT,1976,1974,2,0.038,0.200952481
CA,RBT,1980,1975,5,1,0.003237539
CA,RBT,1979,1975,4,0.6471,0.022134174
CA,RBT,1978,1975,3,0.1934,0.053633757
CA,RBT,1977,1975,2,0.0516,0.100706322
CA,RBT,1981,1976,5,1,0.002656752
CA,RBT,1980,1976,4,0.7347,0.026097523
CA,RBT,1979,1976,3,0.1673,0.065064255
CA,RBT,1978,1976,2,0.0488,0.123752202
CA,RBT,1982,1977,5,1,0.001153838
CA,RBT,1981,1977,4,0.4341,0.005671036
CA,RBT,1980,1977,3,0.2155,0.014775958
CA,RBT,1979,1977,2,0.1129,0.030254979
CA,RBT,1983,1978,5,1,0.003527832
CA,RBT,1982,1978,4,0.5055,0.018157214
CA,RBT,1981,1978,3,0.1065,0.038304885
CA,RBT,1980,1978,2,0.0365,0.071078142
CA,RBT,1984,1979,5,1,0.003929136
