Stock Country,stock_code,run_year,brood_year,age,Mat Rate,Marine Survival
CA,HAR,2004,2001,3,0.1584,0.013131905
CA,HAR,2003,2001,2,0.0724,0.024073857
CA,HAR,2007,2002,5,1,0.00016693
CA,HAR,2006,2002,4,0.8789,0.002472961
CA,HAR,2005,2002,3,0.1709,0.004878951
CA,HAR,2004,2002,2,0.002,0.008604386
CA,HAR,2008,2003,5,1,5.49187E-05
CA,HAR,2007,2003,4,0.9671,0.003234974
CA,HAR,2006,2003,3,0.1017,0.0072545
CA,HAR,2005,2003,2,0.0857,0.013713115
CA,HAR,2010,2005,5,1,0.001129877
CA,HAR,2009,2005,4,0.8998,0.015292439
CA,HAR,2008,2005,3,0.1811,0.034026312
CA,HAR,2007,2005,2,0.1512,0.068042849
CA,HAR,2011,2006,5,1,0
CA,HAR,2010,2006,4,1,0.002326238
CA,HAR,2009,2006,3,0.0773,0.00426834
CA,HAR,2008,2006,2,0,0.007461684
CA,HAR,2012,2007,5,1,0.000319437
CA,HAR,2011,2007,4,0.9646,0.013547956
CA,HAR,2010,2007,3,0.2801,0.029655249
CA,HAR,2009,2007,2,0.1195,0.057333353
CA,HAR,2013,2008,5,1,6.24296E-05
CA,HAR,2012,2008,4,0.9826,0.005710777
CA,HAR,2011,2008,3,0.1839,0.011412343
CA,HAR,2010,2008,2,0.0219,0.019830621
CA,HAR,2014,2009,5,1,0.000205399
CA,HAR,2013,2009,4,0.8467,0.002492931
CA,HAR,2012,2009,3,0.2664,0.005582833
CA,HAR,2011,2009,2,0.0783,0.010336095
CA,HAR,2015,2010,5,1,0.000108533
CA,HAR,2014,2010,4,0.9816,0.009294944
CA,HAR,2013,2010,3,0.3068,0.023386337
CA,HAR,2012,2010,2,0.1358,0.047020457
CA,HAR,2016,2011,5,1,0.000331699
CA,HAR,2015,2011,4,0.9306,0.007178344
CA,HAR,2014,2011,3,0.1671,0.014349068
CA,HAR,2013,2011,2,0.2877,0.035086427
CA,HAR,2017,2012,5,1,2.30706E-05
CA,HAR,2016,2012,4,0.9849,0.002294663
CA,HAR,2015,2012,3,0.0839,0.003899274
CA,HAR,2014,2012,2,0.0513,0.007092658
CA,HAR,2018,2013,5,1,0.00012277
CA,HAR,2017,2013,4,0.9306,0.002717108
CA,HAR,2016,2013,3,0.5444,0.01028362
CA,HAR,2015,2013,2,0.0623,0.018703272
CA,HAR,2019,2014,5,1,4.18298E-05
CA,HAR,2018,2014,4,0.9825,0.003990976
CA,HAR,2017,2014,3,0.2668,0.010939525
CA,HAR,2016,2014,2,0.1976,0.023574186
CA,HAR,2020,2015,5,1,0
CA,HAR,2019,2015,4,1,0.003597908
CA,HAR,2018,2015,3,0.4944,0.014078812
CA,HAR,2017,2015,2,0.0778,0.02705388
CA,HAR,2021,2016,5,1,0.000208526
CA,HAR,2020,2016,4,0.9622,0.00768391
CA,HAR,2019,2016,3,0.3643,0.020024051
CA,HAR,2018,2016,2,0.1481,0.041004593
CA,HAR,2021,2017,4,1,0.002898048
CA,HAR,2020,2017,3,0.3505,0.007153719
CA,HAR,2019,2017,2,0.034,0.01276569
CA,HAR,2021,2018,3,0.3623,0.028048577
CA,HAR,2020,2018,2,0.0173,0.048625845
CA,HAR,2021,2019,2,0.104,0.060484794
US,HOK,1990,1985,5,1,0.000810113
US,HOK,1989,1985,4,0.2246,0.001812031
US,HOK,1988,1985,3,0.0345,0.003317336
US,HOK,1987,1985,2,0,0.005529163
US,HOK,1991,1986,5,1,0.003804626
US,HOK,1990,1986,4,0.2006,0.008331142
US,HOK,1989,1986,3,0.0437,0.014313202
US,HOK,1988,1986,2,0.0091,0.025015573
US,HOK,1992,1987,5,1,0.002844698
US,HOK,1991,1987,4,0.4793,0.008969661
US,HOK,1990,1987,3,0.0234,0.015062581
US,HOK,1989,1987,2,0,0.026009813
US,HOK,1994,1989,5,1,0.001239012
US,HOK,1993,1989,4,0.4542,0.003690808
US,HOK,1992,1989,3,0.0577,0.006143508
US,HOK,1991,1989,2,0,0.011056144
US,HOK,1995,1990,5,1,0.00305312
US,HOK,1994,1990,4,0.1745,0.005383612
US,HOK,1993,1990,3,0.0574,0.008931833
US,HOK,1992,1990,2,0.0014,0.016010679
US,HOK,1996,1991,5,1,0.001994976
US,HOK,1995,1991,4,0.3112,0.004247757
US,HOK,1994,1991,3,0.0373,0.006876824
US,HOK,1993,1991,2,0.0048,0.01182998
US,HOK,1997,1992,5,1,0.002256348
US,HOK,1996,1992,4,0.3098,0.004507613
US,HOK,1995,1992,3,0.0567,0.007108485
US,HOK,1994,1992,2,0.0024,0.012345247
US,HOK,1998,1993,5,1,0.002542665
US,HOK,1997,1993,4,0.4162,0.006188072
US,HOK,1996,1993,3,0.0545,0.009525382
US,HOK,1995,1993,2,0.0113,0.016593381
US,HOK,1999,1994,5,1,0.003035412
US,HOK,1998,1994,4,0.5195,0.008712153
US,HOK,1997,1994,3,0.0521,0.013448089
US,HOK,1996,1994,2,0.0005,0.022771487
US,HOK,2000,1995,5,1,0.000642079
US,HOK,1999,1995,4,0.6304,0.002588411
US,HOK,1998,1995,3,0.0852,0.004142865
US,HOK,1997,1995,2,0.006,0.007046789
US,HOK,2001,1996,5,1,0.000869107
US,HOK,2000,1996,4,0.7343,0.004561279
US,HOK,1999,1996,3,0.0882,0.007444409
US,HOK,1998,1996,2,0.0761,0.013620094
US,HOK,2002,1997,5,1,0.000392487
US,HOK,2001,1997,4,0.585,0.001549502
US,HOK,2000,1997,3,0.2322,0.002905005
US,HOK,1999,1997,2,0.0396,0.005124778
US,HOK,2003,1998,5,1,0.002723003
US,HOK,2002,1998,4,0.4388,0.007389805
US,HOK,2001,1998,3,0.1331,0.012956034
US,HOK,2000,1998,2,0.0282,0.022440197
US,HOK,2004,1999,5,1,0.006362218
US,HOK,2003,1999,4,0.3085,0.012476612
US,HOK,2002,1999,3,0.0248,0.018651021
US,HOK,2001,1999,2,0,0.031368396
US,HOK,2005,2000,5,1,0.001080976
US,HOK,2004,2000,4,0.4161,0.002692727
US,HOK,2003,2000,3,0.0762,0.004225381
US,HOK,2002,2000,2,0.0033,0.007172741
US,HOK,2006,2001,5,1,0.000680612
US,HOK,2005,2001,4,0.6993,0.003887644
US,HOK,2004,2001,3,0.1604,0.006927263
US,HOK,2003,2001,2,0.0078,0.011816953
US,HOK,2007,2002,5,1,0.000603236
US,HOK,2006,2002,4,0.767,0.003963424
US,HOK,2005,2002,3,0.0182,0.006050003
US,HOK,2004,2002,2,0.0175,0.010565209
US,HOK,2008,2003,5,1,0.001202542
US,HOK,2007,2003,4,0.257,0.002851562
US,HOK,2006,2003,3,0.1701,0.00524243
US,HOK,2005,2003,2,0.007,0.009100147
US,HOK,2009,2004,5,1,0.000165781
US,HOK,2008,2004,4,0.4889,0.000489871
US,HOK,2007,2004,3,0.1668,0.000869066
US,HOK,2006,2004,2,0.0106,0.00151818
US,HOK,2010,2005,5,1,0.001217382
US,HOK,2009,2005,4,0.4215,0.00341058
US,HOK,2008,2005,3,0.0707,0.005474124
US,HOK,2007,2005,2,0,0.00939513
US,HOK,2011,2006,5,1,0.00049656
US,HOK,2010,2006,4,0.7808,0.003392163
US,HOK,2009,2006,3,0.1934,0.006385881
US,HOK,2008,2006,2,0.0074,0.010896799
US,HOK,2012,2007,5,1,0.001798875
US,HOK,2011,2007,4,0.6885,0.008354596
US,HOK,2010,2007,3,0.1794,0.01496296
US,HOK,2009,2007,2,0.031,0.026102422
US,HOK,2013,2008,5,1,0.000982182
US,HOK,2012,2008,4,0.5104,0.00336622
US,HOK,2011,2008,3,0.1489,0.005987336
US,HOK,2010,2008,2,0.0513,0.010658224
US,HOK,2014,2009,5,1,0.000479757
US,HOK,2013,2009,4,0.7071,0.002731559
US,HOK,2012,2009,3,0.1154,0.004631497
US,HOK,2011,2009,2,0.0027,0.007893715
US,HOK,2015,2010,5,1,0.001125494
US,HOK,2014,2010,4,0.51,0.004210755
US,HOK,2013,2010,3,0.271,0.009161994
US,HOK,2012,2010,2,0.0216,0.015984392
US,HOK,2016,2011,5,1,0.000520181
US,HOK,2015,2011,4,0.8029,0.0045496
US,HOK,2014,2011,3,0.159,0.008255491
US,HOK,2013,2011,2,0.0476,0.014712553
US,HOK,2017,2012,5,1,0.000548228
US,HOK,2016,2012,4,0.6274,0.002680983
US,HOK,2015,2012,3,0.1879,0.005027506
US,HOK,2014,2012,2,0.017,0.008774678
US,HOK,2018,2013,5,1,0.000105317
US,HOK,2017,2013,4,0.9237,0.002506064
US,HOK,2016,2013,3,0.2943,0.005461719
US,HOK,2015,2013,2,0.0172,0.009544744
US,HOK,2019,2014,5,1,5.07853E-05
US,HOK,2018,2014,4,0.9106,0.00171878
US,HOK,2017,2014,3,0.4208,0.004761239
US,HOK,2016,2014,2,0.0633,0.008687083
US,HOK,2020,2015,5,1,0.000290713
US,HOK,2019,2015,4,0.8997,0.006069089
US,HOK,2018,2015,3,0.2139,0.013333333
US,HOK,2017,2015,2,0.1305,0.026034993
US,HOK,2021,2016,5,1,0.000648368
US,HOK,2020,2016,4,0.8519,0.007586855
US,HOK,2019,2016,3,0.1639,0.013951122
US,HOK,2018,2016,2,0.0058,0.024234051
US,HOK,2021,2017,4,0.836,0.002386547
US,HOK,2020,2017,3,0.205,0.004595181
US,HOK,2019,2017,2,0,0.007951263
CA,KLM,1985,1979,6,1,0.001233079
CA,KLM,1984,1979,5,0,0.00221871
CA,KLM,1983,1979,4,0,0.00344971
CA,KLM,1982,1979,3,0.0215,0.010155746
CA,KLM,1986,1980,6,1,0.001495268
CA,KLM,1985,1980,5,0.5968,0.00566937
CA,KLM,1984,1980,4,0.0576,0.009922526
CA,KLM,1983,1980,3,0.0347,0.017188806
CA,KLM,1987,1981,6,1,0.003281271
CA,KLM,1986,1981,5,0.3136,0.006839618
CA,KLM,1985,1981,4,0.0401,0.011263356
CA,KLM,1984,1981,3,0.0101,0.019454197
CA,KLM,1989,1983,6,1,0.00169944
CA,KLM,1988,1983,5,0.4916,0.004736945
CA,KLM,1987,1983,4,0,0.00690194
CA,KLM,1986,1983,3,0,0.011772366
CA,KLM,1990,1984,6,1,0.001259002
CA,KLM,1989,1984,5,0.7057,0.006538922
CA,KLM,1988,1984,4,0.0255,0.009974839
CA,KLM,1987,1984,3,0.008,0.01708433
CA,KLM,1991,1985,6,1,0.000826375
CA,KLM,1990,1985,5,0.5167,0.002713265
CA,KLM,1989,1985,4,0.1061,0.00473731
CA,KLM,1988,1985,3,0.0191,0.00820866
CA,KLM,1992,1986,6,1,0.000153615
CA,KLM,1991,1986,5,0.6791,0.000703555
CA,KLM,1990,1986,4,0.0617,0.001152109
CA,KLM,1989,1986,3,0.0135,0.002034625
CA,KLM,1993,1987,6,1,0.00071503
CA,KLM,1992,1987,5,0.7818,0.005555521
CA,KLM,1991,1987,4,0.0654,0.009260449
CA,KLM,1990,1987,3,0.0109,0.0161175
CA,KLM,1994,1988,6,1,0.000498996
CA,KLM,1993,1988,5,0.4437,0.001393617
CA,KLM,1992,1988,4,0.0375,0.002213551
CA,KLM,1991,1988,3,0.0202,0.003873443
CA,KLM,1995,1989,6,1,0.00032992
CA,KLM,1994,1989,5,0.0956,0.0004884
CA,KLM,1993,1989,4,0.0758,0.000813336
CA,KLM,1992,1989,3,0,0.001421843
CA,KLM,1996,1990,6,1,0.000417722
CA,KLM,1995,1990,5,0.3694,0.0010033
CA,KLM,1994,1990,4,0.0956,0.001657938
CA,KLM,1993,1990,3,0.009,0.002874655
CA,KLM,1997,1991,6,1,0.001578421
CA,KLM,1996,1991,5,0.3555,0.003353068
CA,KLM,1995,1991,4,0.0374,0.005136808
CA,KLM,1994,1991,3,0.0019,0.00864877
CA,KLM,1998,1992,6,1,0.000753137
CA,KLM,1997,1992,5,0.5973,0.002867291
CA,KLM,1996,1992,4,0.091,0.004848249
CA,KLM,1995,1992,3,0.0097,0.008268608
CA,KLM,1999,1993,6,1,0.000860152
CA,KLM,1998,1993,5,0.4559,0.002087155
CA,KLM,1997,1993,4,0.0502,0.003195706
CA,KLM,1996,1993,3,0.0099,0.005509269
CA,KLM,2000,1994,6,1,0.000380209
CA,KLM,1999,1994,5,0.8069,0.00342787
CA,KLM,1998,1994,4,0.0589,0.005463636
CA,KLM,1997,1994,3,0,0.009327599
CA,KLM,2001,1995,6,1,0.000355789
CA,KLM,2000,1995,5,0.643,0.001588677
CA,KLM,1999,1995,4,0.0523,0.00254673
CA,KLM,1998,1995,3,0,0.004299894
CA,KLM,2002,1996,6,1,0.000468049
CA,KLM,2001,1996,5,0.6859,0.002342581
CA,KLM,2000,1996,4,0.0748,0.003805161
CA,KLM,1999,1996,3,0,0.006575472
CA,KLM,2003,1997,6,1,0.000402724
CA,KLM,2002,1997,5,0.7921,0.004051534
CA,KLM,2001,1997,4,0.0835,0.006761263
CA,KLM,2000,1997,3,0.0046,0.011527738
CA,KLM,2004,1998,6,1,0.000527947
CA,KLM,2003,1998,5,0.773,0.00358385
CA,KLM,2002,1998,4,0.0541,0.005826875
CA,KLM,2001,1998,3,0.0089,0.010028992
CA,KLM,2005,1999,6,1,0.00028675
CA,KLM,2004,1999,5,0.8803,0.004166217
CA,KLM,2003,1999,4,0.0012,0.00628836
CA,KLM,2002,1999,3,0.0032,0.010925946
CA,KLM,2006,2000,6,1,0.000135199
CA,KLM,2005,2000,5,0.7434,0.00104303
CA,KLM,2004,2000,4,0.1309,0.001825184
CA,KLM,2003,2000,3,0,0.003107669
CA,KLM,2007,2001,6,1,0.000169457
CA,KLM,2006,2001,5,0.8022,0.001442598
CA,KLM,2005,2001,4,0.0678,0.002358159
CA,KLM,2004,2001,3,0,0.004074345
CA,KLM,2008,2002,6,1,9.75664E-05
CA,KLM,2007,2002,5,0.879,0.001641026
CA,KLM,2006,2002,4,0.0327,0.002506048
CA,KLM,2005,2002,3,0,0.004287388
CA,KLM,2009,2003,6,1,0.000311491
CA,KLM,2008,2003,5,0.8287,0.002902995
CA,KLM,2007,2003,4,0.2131,0.005712481
CA,KLM,2006,2003,3,0.0022,0.009762466
CA,KLM,2010,2004,6,1,0.000367874
CA,KLM,2009,2004,5,0.7264,0.001823638
CA,KLM,2008,2004,4,0.0863,0.002938151
CA,KLM,2007,2004,3,0,0.005038905
CA,KLM,2011,2005,6,1,0.000116401
CA,KLM,2010,2005,5,0.9498,0.003958158
CA,KLM,2009,2005,4,0.2001,0.008369969
CA,KLM,2008,2005,3,0.0235,0.014547543
CA,KLM,2012,2006,6,1,8.09916E-05
CA,KLM,2011,2006,5,0.9479,0.002470244
CA,KLM,2010,2006,4,0.253,0.004957956
CA,KLM,2009,2006,3,0,0.008493795
CA,KLM,2013,2007,6,1,0.000108841
CA,KLM,2012,2007,5,0.8688,0.00142927
CA,KLM,2011,2007,4,0.2898,0.003267182
CA,KLM,2010,2007,3,0,0.005587382
CA,KLM,2014,2008,6,1,0.000227116
CA,KLM,2013,2008,5,0.6757,0.000996921
CA,KLM,2012,2008,4,0.1425,0.001801151
CA,KLM,2011,2008,3,0.0611,0.003288643
CA,KLM,2015,2009,6,1,2.84121E-05
CA,KLM,2014,2009,5,0.9201,0.000526828
CA,KLM,2013,2009,4,0.3922,0.001446128
CA,KLM,2012,2009,3,0.0034,0.002493523
CA,KLM,2016,2010,6,1,0.000318897
CA,KLM,2015,2010,5,0.5962,0.0011238
CA,KLM,2014,2010,4,0.2408,0.002209294
CA,KLM,2013,2010,3,0,0.003754938
CA,KLM,2017,2011,6,1,5.70045E-05
CA,KLM,2016,2011,5,0.9791,0.004151081
CA,KLM,2015,2011,4,0.2695,0.009137374
CA,KLM,2014,2011,3,0.0192,0.015801778
CA,KLM,2018,2012,6,1,5.52486E-05
CA,KLM,2017,2012,5,0.9402,0.001302289
CA,KLM,2016,2012,4,0.1484,0.002389503
CA,KLM,2015,2012,3,0.0133,0.004199882
CA,KLM,2019,2013,6,1,7.62301E-05
CA,KLM,2018,2013,5,0.9208,0.001349757
CA,KLM,2017,2013,4,0.3354,0.00331722
CA,KLM,2016,2013,3,0.0019,0.005683379
CA,KLM,2020,2014,6,1,0
CA,KLM,2019,2014,5,1,0.000503102
CA,KLM,2018,2014,4,0.3673,0.001193554
CA,KLM,2017,2014,3,0,0.002041007
CA,KLM,2021,2015,6,1,8.35004E-05
CA,KLM,2020,2015,5,0.9303,0.001538573
CA,KLM,2019,2015,4,0.5403,0.005518759
CA,KLM,2018,2015,3,0.0019,0.009277824
CA,KLM,2021,2016,5,1,0.000352528
CA,KLM,2020,2016,4,0.2539,0.0006792
CA,KLM,2019,2016,3,0,0.001169207
CA,KLM,2021,2017,4,0.3274,0.001163617
CA,KLM,2020,2017,3,0.0065,0.001959816
CA,KLM,2021,2018,3,0.0269,0.01041435
CA,KLY,2005,1999,6,1,0.003857489
CA,KLY,2004,1999,5,0.7361,0.024412208
CA,KLY,2003,1999,4,0.0387,0.037163534
CA,KLY,2002,1999,3,0,0.061942498
CA,KLY,2006,2000,6,1,0.005590838
CA,KLY,2005,2000,5,0.5907,0.026519909
CA,KLY,2004,2000,4,0.2532,0.058398744
CA,KLY,2003,2000,3,0,0.097688026
CA,KLY,2007,2001,6,1,0.006027158
CA,KLY,2006,2001,5,0.5484,0.021813837
CA,KLY,2005,2001,4,0.0358,0.034175391
CA,KLY,2004,2001,3,0,0.058644364
CA,KLY,2008,2002,6,1,0.006263174
CA,KLY,2007,2002,5,0.7091,0.035574483
CA,KLY,2006,2002,4,0.0593,0.055237235
CA,KLY,2005,2002,3,0.0042,0.095216587
CA,KLY,2009,2003,6,1,0.006496927
CA,KLY,2008,2003,5,0.6616,0.031814191
CA,KLY,2007,2003,4,0.0625,0.053044936
CA,KLY,2006,2003,3,0.0015,0.09009897
CA,KLY,2010,2004,6,1,0.004614424
CA,KLY,2009,2004,5,0.6669,0.022618821
CA,KLY,2008,2004,4,0.1451,0.040655791
CA,KLY,2007,2004,3,0.0207,0.071472001
CA,KLY,2012,2006,6,1,0.000281984
CA,KLY,2011,2006,5,0.9513,0.01032911
CA,KLY,2010,2006,4,0.3333,0.025162237
CA,KLY,2009,2006,3,0,0.043313504
CA,KLY,2013,2007,6,1,0.001366764
CA,KLY,2012,2007,5,0.764,0.010777116
CA,KLY,2011,2007,4,0.1317,0.019051577
CA,KLY,2010,2007,3,0.1048,0.036297733
CA,KLY,2014,2008,6,1,0.000755335
CA,KLY,2013,2008,5,0.8664,0.007827826
CA,KLY,2012,2008,4,0.2302,0.016523756
CA,KLY,2011,2008,3,0,0.028258048
CA,KLY,2015,2009,6,1,0.000218431
CA,KLY,2014,2009,5,0.8709,0.002664222
CA,KLY,2013,2009,4,0.4343,0.007324617
CA,KLY,2012,2009,3,0.0023,0.01274713
CA,KLY,2016,2010,6,1,0.001472202
CA,KLY,2015,2010,5,0.8751,0.018933241
CA,KLY,2014,2010,4,0.206,0.037104512
CA,KLY,2013,2010,3,0.0014,0.062528613
CA,KLY,2017,2011,6,1,0.001570103
CA,KLY,2016,2011,5,0.7856,0.010884048
CA,KLY,2015,2011,4,0.363,0.026658058
CA,KLY,2014,2011,3,0.0056,0.045418819
CA,KLY,2018,2012,6,1,0.002285736
CA,KLY,2017,2012,5,0.6367,0.009677902
CA,KLY,2016,2012,4,0.1581,0.017309491
CA,KLY,2015,2012,3,0.0022,0.029665931
CA,KLY,2019,2013,6,1,0.002406747
CA,KLY,2018,2013,5,0.8591,0.023087194
CA,KLY,2017,2013,4,0.1996,0.043585107
CA,KLY,2016,2013,3,0.0161,0.074896479
CA,KLY,2020,2014,6,1,0
CA,KLY,2019,2014,5,1,0.005136709
CA,KLY,2018,2014,4,0.4854,0.014929954
CA,KLY,2017,2014,3,0.0161,0.026030065
CA,KLY,2021,2015,6,1,0
CA,KLY,2020,2015,5,1,0.006186085
CA,KLY,2019,2015,4,0.1995,0.012094911
CA,KLY,2018,2015,3,0,0.020354409
CA,KLY,2021,2016,5,0.9633,0.003218391
CA,KLY,2020,2016,4,0.2942,0.006860153
CA,KLY,2019,2016,3,0.0028,0.011758621
CA,KLY,2021,2017,4,0.281,0.009649861
CA,KLY,2020,2017,3,0.0064,0.016315844
CA,KLY,2021,2018,3,0.0385,0.018655568
US,LRH,1981,1976,5,1,3.03037E-05
US,LRH,1980,1976,4,0.8945,0.000539086
US,LRH,1979,1976,3,0.2283,0.0019506
US,LRH,1978,1976,2,0.0081,0.003454087
US,LRH,1982,1977,5,1,0.000196181
US,LRH,1981,1977,4,0.9141,0.005590195
US,LRH,1980,1977,3,0.0495,0.014288212
US,LRH,1979,1977,2,0,0.024207991
US,LRH,1983,1978,5,1,6.91586E-05
US,LRH,1982,1978,4,0.9416,0.002294253
US,LRH,1981,1978,3,0.3542,0.010444862
US,LRH,1980,1978,2,0.0068,0.019101182
US,LRH,1984,1979,5,1,9.86165E-06
US,LRH,1983,1979,4,0.9731,0.000955704
US,LRH,1982,1979,3,0.5921,0.008755832
US,LRH,1981,1979,2,0.0017,0.016726238
US,LRH,1985,1980,5,1,0
US,LRH,1984,1980,4,1,0.000467527
US,LRH,1983,1980,3,0.6551,0.004515936
US,LRH,1982,1980,2,0.006,0.008771673
US,LRH,1986,1981,5,1,2.39719E-05
US,LRH,1985,1981,4,0.931,0.000617132
US,LRH,1984,1981,3,0.5527,0.004611233
US,LRH,1983,1981,2,0.0091,0.008750316
US,LRH,1987,1982,5,1,1.79167E-05
US,LRH,1986,1982,4,0.9602,0.000890771
US,LRH,1985,1982,3,0.5488,0.005946001
US,LRH,1984,1982,2,0.018,0.011129374
US,LRH,1988,1983,5,1,4.45989E-05
US,LRH,1987,1983,4,0.6036,0.000222994
US,LRH,1986,1983,3,0.6302,0.001780076
US,LRH,1985,1983,2,0.0265,0.003437343
US,LRH,1989,1984,5,1,0.00022511
US,LRH,1988,1984,4,0.9425,0.009187626
US,LRH,1987,1984,3,0.5145,0.052443317
US,LRH,1986,1984,2,0.0338,0.095855965
US,LRH,1990,1985,5,1,6.00388E-06
US,LRH,1989,1985,4,0.9817,0.000566002
US,LRH,1988,1985,3,0.3821,0.00288186
US,LRH,1987,1985,2,0.0243,0.005796469
US,LRH,1991,1986,5,1,0
US,LRH,1990,1986,4,1,0.000477293
US,LRH,1989,1986,3,0.2362,0.001492302
US,LRH,1988,1986,2,0,0.002764745
US,LRH,1992,1987,5,1,0
US,LRH,1991,1987,4,1,0.000334644
US,LRH,1990,1987,3,0.5529,0.001930795
US,LRH,1989,1987,2,0.0158,0.003527982
US,LRH,1993,1988,5,1,0
US,LRH,1992,1988,4,1,0.000325814
US,LRH,1991,1988,3,0.6593,0.002087279
US,LRH,1990,1988,2,0.0599,0.004194705
US,LRH,1994,1989,5,1,4.68516E-06
US,LRH,1993,1989,4,0.9916,0.001348473
US,LRH,1992,1989,3,0.59,0.009633961
US,LRH,1991,1989,2,0.0672,0.018118782
US,LRH,1995,1990,5,1,0
US,LRH,1994,1990,4,1,0.000124371
US,LRH,1993,1990,3,0.8206,0.002223899
US,LRH,1992,1990,2,0.0683,0.00440651
US,LRH,1996,1991,5,1,0
US,LRH,1995,1991,4,1,1.60353E-05
US,LRH,1994,1991,3,0.6154,0.000101343
US,LRH,1993,1991,2,0,0.000188575
US,LRH,1997,1992,5,1,2.09338E-05
US,LRH,1996,1992,4,0.2271,7.44996E-05
US,LRH,1995,1992,3,0.6353,0.000292457
US,LRH,1994,1992,2,0.0206,0.000526423
US,LRH,1998,1993,5,1,0
US,LRH,1997,1993,4,1,0.000104273
US,LRH,1996,1993,3,0.5729,0.000362362
US,LRH,1995,1993,2,0.0527,0.00063831
US,LRH,1999,1994,5,1,0
US,LRH,1998,1994,4,1,0.000199111
US,LRH,1997,1994,3,0.6302,0.00117746
US,LRH,1996,1994,2,0.0161,0.002030609
US,LRH,2000,1995,5,1,0
US,LRH,1999,1995,4,1,9.23532E-05
US,LRH,1998,1995,3,0.571,0.00040266
US,LRH,1997,1995,2,0.0297,0.000731437
US,LRH,2001,1996,5,1,0
US,LRH,2000,1996,4,1,0.00061864
US,LRH,1999,1996,3,0.6489,0.003020582
US,LRH,1998,1996,2,0.0607,0.005418846
US,LRH,2002,1997,5,1,9.97389E-06
US,LRH,2001,1997,4,0.9618,0.00042389
US,LRH,2000,1997,3,0.4452,0.001305219
US,LRH,1999,1997,2,0.0103,0.002233697
US,LRH,2003,1998,5,1,2.48307E-05
US,LRH,2002,1998,4,0.9837,0.002454252
US,LRH,2001,1998,3,0.5352,0.010125617
US,LRH,2000,1998,2,0.0182,0.017402794
US,LRH,2004,1999,5,1,2.5786E-05
US,LRH,2003,1999,4,0.9908,0.004922826
US,LRH,2002,1999,3,0.4381,0.017352605
US,LRH,2001,1999,2,0.0183,0.030277844
US,LRH,2005,2000,5,1,0.000429596
US,LRH,2004,2000,4,0.8866,0.007793598
US,LRH,2003,2000,3,0.268,0.019678358
US,LRH,2002,2000,2,0.0045,0.033800395
US,LRH,2006,2001,5,1,3.63735E-05
US,LRH,2005,2001,4,0.9655,0.002293373
US,LRH,2004,2001,3,0.2196,0.005461552
US,LRH,2003,2001,2,0.0034,0.00947507
US,LRH,2007,2002,5,1,3.13762E-05
US,LRH,2006,2002,4,0.7645,0.000201177
US,LRH,2005,2002,3,0.5983,0.001205675
US,LRH,2004,2002,2,0.0188,0.002136809
US,LRH,2008,2003,5,1,0
US,LRH,2007,2003,4,1,0.00012767
US,LRH,2006,2003,3,0.4839,0.000486298
US,LRH,2005,2003,2,0.0266,0.00095043
US,LRH,2009,2004,5,1,0
US,LRH,2008,2004,4,1,4.47413E-05
US,LRH,2007,2004,3,0.8683,0.00064696
US,LRH,2006,2004,2,0.0399,0.001146273
US,LRH,2010,2005,5,1,1.69124E-05
US,LRH,2009,2005,4,0.9617,0.000765395
US,LRH,2008,2005,3,0.5726,0.00337294
US,LRH,2007,2005,2,0.0514,0.006006938
US,LRH,2011,2006,5,1,0
US,LRH,2010,2006,4,1,0.000359465
US,LRH,2009,2006,3,0.7752,0.002841737
US,LRH,2008,2006,2,0.0246,0.004973487
US,LRH,2012,2007,5,1,0
US,LRH,2011,2007,4,1,0.001137448
US,LRH,2010,2007,3,0.7622,0.010717319
US,LRH,2009,2007,2,0.0162,0.018934704
US,LRH,2013,2008,5,1,0
US,LRH,2012,2008,4,1,0.000426066
US,LRH,2011,2008,3,0.7563,0.0036639
US,LRH,2010,2008,2,0.0616,0.007073757
US,LRH,2014,2009,5,1,1.46053E-05
US,LRH,2013,2009,4,0.9635,0.000632012
US,LRH,2012,2009,3,0.7407,0.00581646
US,LRH,2011,2009,2,0.0772,0.011042068
US,LRH,2015,2010,5,1,0
US,LRH,2014,2010,4,1,0.000191317
US,LRH,2013,2010,3,0.763,0.00180422
US,LRH,2012,2010,2,0.0236,0.003316889
US,LRH,2016,2011,5,1,5.05154E-06
US,LRH,2015,2011,4,0.99,0.001025017
US,LRH,2014,2011,3,0.6113,0.006610387
US,LRH,2013,2011,2,0.0483,0.012078976
US,LRH,2017,2012,5,1,1.57766E-05
US,LRH,2016,2012,4,0.9526,0.000689391
US,LRH,2015,2012,3,0.7521,0.007165942
US,LRH,2014,2012,2,0.0459,0.013047282
US,LRH,2018,2013,5,1,0
US,LRH,2017,2013,4,1,0.000147819
US,LRH,2016,2013,3,0.7635,0.001553041
US,LRH,2015,2013,2,0.0626,0.002990745
US,LRH,2019,2014,5,1,0
US,LRH,2018,2014,4,1,0.000116067
US,LRH,2017,2014,3,0.8983,0.003544565
US,LRH,2016,2014,2,0.1348,0.00710908
US,LRH,2020,2015,5,1,0
US,LRH,2019,2015,4,1,0.000387587
US,LRH,2018,2015,3,0.7789,0.004325822
US,LRH,2017,2015,2,0.0358,0.008055117
US,LRH,2021,2016,5,1,7.29254E-06
US,LRH,2020,2016,4,0.9518,0.000234024
