stock_code,stock_country,stock_region,cyer_stock,stock_jurisdiction,fishery_type_2,age,brood_year,year,ocean_cohort
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,1993,1995,1721.005
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,1993,1996,1089.266
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,1993,1997,536.6635
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,1993,1998,39.03488
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,1994,1996,1629.38
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,1994,1997,1083.797
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,1994,1998,635.3678
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,1994,1999,83.10062
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,1995,1997,800.0699
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,1995,1998,534.6682
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,1995,1999,252.1434
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,1995,2000,20.83768
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,1996,1998,1267.816
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,1996,1999,841.9906
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,1996,2000,441.2744
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,1996,2001,13.0559
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,1997,1999,750.6254
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,1997,2000,507.1142
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,1997,2001,301.5116
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,1997,2002,17.01065
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,1998,2000,3820.646
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,1998,2001,2517.774
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,1998,2002,1265.331
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,1998,2003,91.00108
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,1999,2001,1475.693
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,1999,2002,979.0257
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,1999,2003,601.3874
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,1999,2004,90.97771
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2000,2002,1192.081
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2000,2003,799.6904
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2000,2004,518.7434
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2000,2005,70.58054
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2001,2003,436.7945
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2001,2004,290.4728
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2001,2005,154.048
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2001,2006,22.19929
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2002,2004,2245.705
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2002,2005,1481.776
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2002,2006,769.1791
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2002,2007,36.95991
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2003,2005,1461.831
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2003,2006,988.1181
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2003,2007,605.0976
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2003,2008,30.28509
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2004,2006,1993.8
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2004,2007,1186.26
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2004,2008,329.7434
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2004,2009,5.510325
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2005,2007,3038.05
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2005,2008,1950.347
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2005,2009,891.646
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2005,2010,24.35483
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2006,2008,995.6412
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2006,2009,657.6351
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2006,2010,266.4928
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2006,2011,1.000504
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2007,2009,2212.754
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2007,2010,1429.094
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2007,2011,666.8294
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2007,2012,25.1828
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2008,2010,815.4128
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2008,2011,529.259
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2008,2012,261.8491
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2008,2013,2.002062
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2009,2011,1914.273
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2009,2012,1233.494
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2009,2013,445.063
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2009,2014,19.09782
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2010,2012,674.4271
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2010,2013,422.788
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2010,2014,215.8249
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2010,2015,26.95864
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2011,2013,750.3833
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2011,2014,497.6622
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2011,2015,346.0034
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2011,2016,13.06163
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2012,2014,443.9854
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2012,2015,295.6399
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2012,2016,141.0143
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2012,2017,3.122407
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2013,2015,1435.699
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2013,2016,905.5509
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2013,2017,351.532
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2013,2018,25.27281
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2014,2016,3972.502
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2014,2017,2299.973
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2014,2018,772.8439
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2014,2019,15.11339
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2015,2017,2899.341
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2015,2018,1597.532
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2015,2019,493.9496
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2015,2020,13.68807
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2016,2018,1611.805
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2016,2019,911.6307
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2016,2020,210.6084
GRN,US,SPGSD,Y,WA,Pre-Terminal,5,2016,2021,8.011378
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2017,2019,1057.741
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2017,2020,683.6417
GRN,US,SPGSD,Y,WA,Pre-Terminal,4,2017,2021,292.9523
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2018,2020,2448.405
GRN,US,SPGSD,Y,WA,Pre-Terminal,3,2018,2021,1540.889
GRN,US,SPGSD,Y,WA,Pre-Terminal,2,2019,2021,818.5955
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1986,1988,1850.728
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1986,1989,1214.725
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1986,1990,881.3041
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1986,1991,467.4
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1987,1989,519.1082
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1987,1990,347.6156
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1987,1991,262.4846
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1987,1992,144.1104
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1988,1990,660.4364
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1988,1991,374.7045
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1988,1992,268.834
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1988,1993,137.5889
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1989,1991,1061.333
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1989,1992,723.1553
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1989,1993,547.9512
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1989,1994,312.0002
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1990,1992,2113.959
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1990,1993,1378.287
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1990,1994,1029.353
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1990,1995,583.7795
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1991,1993,262.7265
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1991,1994,173.4838
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1991,1995,104.5171
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1991,1996,73.91969
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1992,1994,1755.792
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1992,1995,1186.442
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1992,1996,892.0552
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1992,1997,350.9221
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1993,1995,1075.056
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1993,1996,732.4814
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1993,1997,540.0714
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1993,1998,232.1767
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1994,1996,168.768
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1994,1997,111.0566
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1994,1998,87.05488
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1994,1999,47.54158
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1995,1997,761.4146
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1995,1998,512.6961
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1995,1999,360.5355
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1995,2000,143.5762
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1996,1998,269.3511
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1996,1999,184.5219
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1996,2000,143.4006
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1996,2001,90.13006
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1997,1999,790.6577
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1997,2000,527.7951
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1997,2001,394.895
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1997,2002,224.7685
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1998,2000,1792.914
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1998,2001,1232.177
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1998,2002,912.4833
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1998,2003,426.4651
HAN,US,UCOLR,N,CR,Pre-Terminal,2,1999,2001,5679.675
HAN,US,UCOLR,N,CR,Pre-Terminal,3,1999,2002,3884.518
HAN,US,UCOLR,N,CR,Pre-Terminal,4,1999,2003,2911.42
HAN,US,UCOLR,N,CR,Pre-Terminal,5,1999,2004,1618.63
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2000,2002,846.3615
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2000,2003,568.6387
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2000,2004,421.9464
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2000,2005,189.8077
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2001,2003,1201.403
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2001,2004,824.1605
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2001,2005,619.1331
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2001,2006,355.058
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2002,2004,793.5911
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2002,2005,538.5161
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2002,2006,386.0414
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2002,2007,139.6846
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2003,2005,430.8574
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2003,2006,291.6113
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2003,2007,219.7397
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2003,2008,79.08317
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2004,2006,299.1053
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2004,2007,203.3541
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2004,2008,134.7255
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2004,2009,30.69069
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2005,2007,806.5112
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2005,2008,536.7955
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2005,2009,400.6206
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2005,2010,203.7111
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2006,2008,727.5237
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2006,2009,497.0083
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2006,2010,370.0947
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2006,2011,122.3607
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2007,2009,890.1596
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2007,2010,609.5939
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2007,2011,436.2222
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2007,2012,118.0694
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2008,2010,1104.144
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2008,2011,750.9446
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2008,2012,539.797
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2008,2013,217.6036
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2009,2011,3154.877
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2009,2012,2156.886
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2009,2013,1552.38
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2009,2014,482.2975
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2010,2012,5772.117
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2010,2013,3957.815
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2010,2014,2816.723
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2010,2015,1151.436
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2011,2013,2061.492
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2011,2014,1378.79
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2011,2015,986.8058
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2011,2016,376.596
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2012,2014,3307.188
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2012,2015,2219.092
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2012,2016,1460.948
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2012,2017,475.3655
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2013,2015,877.2811
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2013,2016,602.5984
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2013,2017,364.6279
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2013,2018,60.84574
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2014,2016,201.2126
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2014,2017,138.065
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2014,2018,101.8632
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2014,2019,19.60517
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2015,2017,374.133
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2015,2018,252.252
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2015,2019,177.4176
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2015,2020,49.76684
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2016,2018,1153.015
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2016,2019,784.5721
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2016,2020,572.3917
HAN,US,UCOLR,N,CR,Pre-Terminal,5,2016,2021,83.93213
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2017,2019,1195.262
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2017,2020,828.173
HAN,US,UCOLR,N,CR,Pre-Terminal,4,2017,2021,635.4799
HAN,US,UCOLR,N,CR,Pre-Terminal,2,2018,2020,653.5676
HAN,US,UCOLR,N,CR,Pre-Terminal,3,2018,2021,457.4826
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1981,1983,6511.531
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1981,1984,3581.117
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1981,1985,869.3965
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1981,1986,14.36015
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1982,1984,3126.917
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1982,1985,1829.104
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1982,1986,672.1692
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1982,1987,28.27846
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1983,1985,1199.154
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1983,1986,738.3641
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1983,1987,333.98
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1983,1988,29.13076
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1984,1986,863.6951
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1984,1987,547.0554
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1984,1988,292.1658
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1984,1989,54.35795
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1985,1987,1655.147
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1985,1988,1015.493
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1985,1989,479.9033
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1985,1990,98.33873
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1986,1988,8807.83
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1986,1989,5098.972
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1986,1990,2345.327
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1986,1991,159.5311
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1987,1989,1690.561
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1987,1990,983.5413
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1987,1991,388.0628
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1987,1992,29.87749
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1988,1990,3516.501
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1988,1991,2045.38
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1988,1992,818.9877
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1988,1993,77.0225
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1989,1991,3014.65
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1989,1992,1792.82
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1989,1993,677.2878
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1989,1994,21.11782
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1990,1992,1326.335
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1990,1993,766.5707
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1990,1994,259.1833
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1990,1995,4.301127
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1991,1993,274.886
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1991,1994,157.2238
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1991,1995,45.82812
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1991,1996,0
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1992,1994,550.3171
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1992,1995,330.208
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1992,1996,114.041
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1992,1997,3.014153
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1993,1995,1819.42
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1993,1996,1073.46
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1993,1997,335.1418
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1993,1998,2.141431
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1994,1996,3154.117
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1994,1997,1908.407
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1994,1998,1103.846
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1994,1999,101.431
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1995,1997,814.1972
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1995,1998,564.4666
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1995,1999,377.0122
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1995,2000,15.56769
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1996,1998,2067.554
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1996,1999,1329.034
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1996,2000,486.2407
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1996,2001,45.24305
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1997,1999,683.8545
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1997,2000,397.2432
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1997,2001,260.3782
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1997,2002,6.159992
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1998,2000,820.379
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1998,2001,510.9724
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1998,2002,256.0904
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1998,2003,23.17634
HAR,CA,LFR,Y,BC,Pre-Terminal,2,1999,2001,1169.297
HAR,CA,LFR,Y,BC,Pre-Terminal,3,1999,2002,483.4962
HAR,CA,LFR,Y,BC,Pre-Terminal,4,1999,2003,279.807
HAR,CA,LFR,Y,BC,Pre-Terminal,5,1999,2004,65.64395
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2000,2002,848.7804
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2000,2003,486.5843
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2000,2004,326.3076
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2000,2005,86.25824
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2001,2003,1491.422
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2001,2004,939.4967
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2001,2005,518.7493
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2001,2006,56.11776
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2002,2004,508.7033
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2002,2005,340.1986
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2002,2006,197.3859
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2002,2007,15.01597
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2003,2005,944.2023
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2003,2006,579.1307
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2003,2007,297.5363
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2003,2008,5.628143
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2005,2007,4170.688
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2005,2008,2427.899
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2005,2009,1251.924
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2005,2010,104.0567
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2006,2008,917.9386
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2006,2009,616.4033
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2006,2010,382.3484
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2006,2011,0
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2007,2009,7179.398
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2007,2010,4319.557
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2007,2011,2255.456
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2007,2012,59.83681
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2008,2010,2365.863
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2008,2011,1568.562
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2008,2012,892.8773
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2008,2013,11.01223
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2009,2011,1343.859
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2009,2012,837.3172
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2009,2013,425.4889
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2009,2014,39.40911
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2010,2012,5523.705
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2010,2013,3192.37
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2010,2014,1451.558
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2010,2015,19.07516
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2011,2013,5737.617
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2011,2014,2761.113
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2011,2015,1583.131
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2011,2016,82.22672
HAR,CA,LFR,Y,BC,Pre-Terminal,2,2012,2014,1214.765
HAR,CA,LFR,Y,BC,Pre-Terminal,3,2012,2015,790.6881
HAR,CA,LFR,Y,BC,Pre-Terminal,4,2012,2016,532.61
HAR,CA,LFR,Y,BC,Pre-Terminal,5,2012,2017,6.003657
