"x","y"
-124.5529,42.83033
-125,42.83033
-125.130666666667,43.2658333333333
-125.128333333333,43.6263333333333
-124.952833333333,43.7363333333333
-125.093,43.879
-125.048833333333,43.9728333333333
-125.190333333333,44.4718333333333
-125.177333333333,44.6993333333333
-125.047166666667,44.7821666666667
-125.025166666667,44.8321666666667
-125.139166666667,44.9281666666667
-124.865166666667,45.6083333333333
-124.927,45.681
-124.907333333333,45.7773333333333
-125.08,46.04995
-123.927307128906,46.0486869812012
-123.926231384277,46.0381813049316
-123.926460266113,46.0299758911133
-123.926818847656,46.0278701782226
-123.926406860352,46.0253524780274
-123.926361083984,46.0197792053222
-123.925582885742,46.0166244506836
-123.924819946289,46.0161018371582
-123.924507141113,46.0152626037598
-123.924049377441,46.0148468017578
-123.922836303711,46.0146408081055
-123.92163848877,46.0151748657227
-123.920593261719,46.0161247253418
-123.915786743164,46.0160102844238
-123.91471862793,46.0158805847168
-123.913780212402,46.0158538818359
-123.913223266602,46.015567779541
-123.913398742676,46.0150756835938
-123.913726806641,46.0146217346191
-123.914833068848,46.0144767761231
-123.917503356934,46.008991241455
-123.918159484863,46.0067749023438
-123.91902923584,46.0050811767578
-123.919807434082,46.0038375854492
-123.92138671875,46.0022354125976
-123.922302246094,46.0003776550293
-123.92259979248,45.9975318908692
-123.922760009766,45.9947624206543
-123.923667907715,45.9895973205567
-123.92455291748,45.9879074096679
-123.924987792969,45.9858016967774
-123.925582885742,45.9845352172852
-123.92561340332,45.983512878418
-123.92643737793,45.9821739196778
-123.926856994629,45.9817161560058
-123.927139282227,45.9818153381347
-123.927383422852,45.9831581115722
-123.926429748535,45.9892997741699
-123.925041198731,45.9910621643066
-123.924743652344,45.9919052124024
-123.925247192383,45.9973754882812
-123.924522399902,46.0007476806641
-123.923789978027,46.002857208252
-123.922737121582,46.0038070678711
-123.922309875488,46.0059127807617
-123.923217773438,46.0065422058105
-123.924430847168,46.0064277648926
-123.925430297852,46.0060729980469
-123.926376342773,46.0049476623535
-123.927116394043,46.0032577514648
-123.928421020508,45.9994926452637
-123.929023742676,45.9980545043945
-123.929420471191,45.996265411377
-123.930191040039,45.9941139221191
-123.930816650391,45.9911499023437
-123.931587219238,45.9885101318359
-123.932586669922,45.9862899780273
-123.935043334961,45.9784851074219
-123.936233520508,45.9768981933594
-123.937812805176,45.9757843017579
-123.940452575684,45.974983215332
-123.943321228027,45.974967956543
-123.944526672363,45.9747505187988
-123.946342468262,45.9749526977539
-123.947547912598,45.9748382568359
-123.94815826416,45.9750442504883
-123.949966430664,45.9749336242675
-123.950927734375,45.9752082824707
-123.953742980957,45.9747009277344
-123.957206726074,45.9738388061523
-123.95841217041,45.9733085632325
-123.960220336914,45.9730834960938
-123.96443939209,45.9714851379395
-123.969551086426,45.9691390991211
-123.97119140625,45.9682731628418
-123.97225189209,45.9670944213867
-123.972991943359,45.9658851623535
-123.975372314453,45.9617385864258
-123.975357055664,45.9606857299805
