"x","y"
-124.3631,40.26029
-125.1578,40.26029
-125.157833333333,40.309
-124.953833333333,40.3473333333333
-124.606,40.3423333333333
-124.686,40.3968333333333
-124.760833333333,40.5841666666667
-124.7615,40.6775
-124.877833333333,41.242
-125.021666666667,41.5183333333333
-125.103833333333,41.988
-124.985666666667,42.11
-125.003333333333,42.28
-124.880833333333,42.3968333333333
-124.927,42.5685
-125.048166666667,42.58
-125.017833333333,42.6503333333333
-124.999333333333,42.7916666666667
-124.552368164063,42.8297538757324
-124.551681518555,42.8294944763184
-124.551376342773,42.8292617797851
-124.551116943359,42.8288764953613
-124.550262451172,42.8282928466797
-124.550170898438,42.8282928466797
-124.550079345703,42.8281097412109
-124.549491882324,42.8275413513183
-124.549308776855,42.8273963928223
-124.548446655273,42.8269081115723
-124.547576904297,42.8261260986328
-124.547462463379,42.8259391784668
-124.546493530273,42.8251724243164
-124.54638671875,42.8250198364258
-124.54515838623,42.8238868713379
-124.544052124023,42.8225059509277
-124.543838500977,42.8223915100097
-124.543586730957,42.8226394653321
-124.54337310791,42.8225250244141
-124.543182373047,42.8223381042481
-124.542297363281,42.8218574523926
-124.542289733887,42.8217353820801
-124.541816711426,42.8211860656738
-124.541458129883,42.8208618164062
-124.540603637695,42.8197784423828
-124.540382385254,42.8195953369141
-124.540420532227,42.8195190429687
-124.539497375488,42.8185844421387
-124.539100646973,42.8180313110352
-124.538543701172,42.817497253418
-124.537750244141,42.8164863586426
-124.53759765625,42.8162117004394
-124.537483215332,42.8161201477051
-124.537483215332,42.8160285949707
-124.537376403809,42.8159561157227
-124.536773681641,42.8150138854981
-124.536483764648,42.8141746520996
-124.536247253418,42.8140068054199
-124.536262512207,42.8139114379883
-124.536102294922,42.8138008117675
-124.535858154297,42.813362121582
-124.535797119141,42.8130874633789
-124.53556060791,42.8126296997071
-124.535438537598,42.8121109008789
-124.535003662109,42.8115882873536
-124.53475189209,42.8114051818847
-124.5341796875,42.8111534118652
-124.533279418945,42.8109855651856
-124.532440185547,42.810546875
-124.532318115234,42.8104057312012
-124.531600952148,42.8099784851074
-124.530822753906,42.8089103698731
-124.530532836914,42.8082771301269
-124.530418395996,42.8081970214844
-124.530418395996,42.80810546875
-124.529747009277,42.8072929382325
-124.529747009277,42.8068923950195
-124.529319763184,42.8063354492188
-124.529136657715,42.8058547973633
-124.529136657715,42.8057861328125
-124.529357910156,42.8057861328125
-124.529457092285,42.8057403564453
-124.529357910156,42.8055610656738
-124.529342651367,42.8053092956543
-124.529121398926,42.804916381836
-124.528907775879,42.8047752380371
-124.528778076172,42.8047523498535
-124.528472900391,42.8045234680176
-124.52815246582,42.8040390014649
-124.527458190918,42.8032951354981
-124.527267456055,42.8028678894043
-124.526878356934,42.8024291992188
-124.526893615723,42.8023147583008
-124.526756286621,42.8022193908692
-124.526733398437,42.8021316528321
-124.526817321777,42.8019485473633
-124.526069641113,42.7999267578125
-124.526077270508,42.7997436523438
-124.526229858398,42.799747467041
-124.52660369873,42.8000259399414
-124.526481628418,42.799201965332
-124.526191711426,42.7987632751465
-124.52596282959,42.7989883422852
-124.525772094727,42.7988777160645
-124.525527954102,42.7985038757324
-124.525260925293,42.7975654602051
-124.525260925293,42.7973175048828
-124.524772644043,42.7965812683106
-124.524421691895,42.7961540222168
-124.524528503418,42.7960739135742
-124.524627685547,42.7960968017578
-124.524780273438,42.7960090637207
-124.52481842041,42.7954597473145
-124.524757385254,42.7952728271485
-124.524597167969,42.7950897216797
-124.524383544922,42.7944107055664
-124.523696899414,42.7938194274902
-124.523513793945,42.7933654785157
-124.523513793945,42.792709350586
-124.523002624512,42.7916488647461
-124.523002624512,42.7914657592774
-124.523277282715,42.7911262512207
-124.523376464844,42.7905731201172
-124.523391723633,42.7903938293457
-124.52303314209,42.7899131774902
-124.523246765137,42.7896156311035
-124.523101806641,42.7895088195801
-124.522132873535,42.789535522461
-124.521629333496,42.7896461486817
-124.520751953125,42.7897529602051
-124.520263671875,42.7898864746094
-124.518753051758,42.7901496887207
-124.517639160156,42.7903022766113
-124.517242431641,42.7902946472168
-124.515899658203,42.7898979187012
-124.515151977539,42.7898216247559
-124.51416015625,42.7896308898926
-124.513656616211,42.789421081543
-124.513168334961,42.7893486022949
-124.511611938477,42.7893562316895
-124.510406494141,42.7896270751953
-124.509857177734,42.7895278930664
-124.509368896484,42.7895698547363
-124.50887298584,42.7896766662597
-124.50862121582,42.7896766662597
-124.50756072998,42.7894744873046
-124.507133483887,42.7895050048828
-124.506317138672,42.789737701416
-124.505508422852,42.7901306152344
-124.505348205566,42.7902908325195
-124.505317687988,42.7904739379883
-124.505531311035,42.790657043457
