"x","y"
-123.2138,37.40186
-123.213833333333,37.6715
-123.466333333333,37.8181666666667
-123.5275,37.9495
-123.648166666667,38.2415
-123.8035,38.558
-124.186666666667,39.0328333333333
-124.266833333333,39.409
-124.200333333333,39.597
-124.21,39.7375
-124.443,39.9445
-124.625666666667,39.8461666666667
-125.071333333333,40.112
-125.123166666667,40.1965
-125.163833333333,40.2423333333333
-124.36205291748,40.2595138549805
-124.361526489258,40.2585983276368
-124.361526489258,40.258415222168
-124.36109161377,40.2576217651367
-124.360527038574,40.2570838928222
-124.360107421875,40.2569198608398
-124.359893798828,40.2568206787109
-124.359733581543,40.2565803527832
-124.35871887207,40.2560806274414
-124.35848236084,40.2560806274414
-124.358123779297,40.256217956543
-124.357940673828,40.256217956543
-124.35765838623,40.2556953430176
-124.356147766113,40.2548637390137
-124.355857849121,40.2545738220215
-124.355407714844,40.2539291381836
-124.355133056641,40.2536544799804
-124.354713439941,40.2529678344727
-124.353927612305,40.2521896362305
-124.353286743164,40.2513656616211
-124.352867126465,40.2505836486817
-124.352600097656,40.2502822875977
-124.352279663086,40.2497138977051
-124.351539611816,40.2492294311524
-124.351432800293,40.2491645812989
-124.34977722168,40.2482986450196
-124.348991394043,40.2479782104492
-124.347679138184,40.247314453125
-124.347396850586,40.247085571289
-124.346977233887,40.246826171875
-124.346893310547,40.2466964721679
-124.346351623535,40.2462844848633
-124.345748901367,40.2460136413575
-124.345207214355,40.2456245422364
-124.344673156738,40.2453689575195
-124.343338012695,40.2444114685058
-124.342979431152,40.2442054748536
-124.342666625977,40.2439231872558
-124.342002868652,40.2435569763183
-124.341949462891,40.2434959411621
-124.341743469238,40.2434730529785
-124.340469360352,40.2429656982422
-124.340316772461,40.2428588867188
-124.339813232422,40.242660522461
-124.339057922363,40.2422409057617
-124.338821411133,40.2422180175781
-124.337432861328,40.2418899536133
-124.337066650391,40.2416725158691
-124.33683013916,40.24169921875
-124.336540222168,40.2415885925293
-124.336471557617,40.2415580749511
-124.336242675781,40.2415161132813
-124.335777282715,40.2413406372071
-124.335151672363,40.2410354614258
-124.335060119629,40.2409210205078
-124.334823608398,40.2408065795898
-124.334716796875,40.2408065795898
-124.334243774414,40.2404441833496
-124.333450317383,40.2400283813476
-124.333190917969,40.2399177551269
-124.332618713379,40.2397079467774
-124.332000732422,40.2395973205567
-124.33194732666,40.2395324707032
-124.331596374512,40.2394409179687
-124.330657958984,40.2392578125
-124.330513000488,40.2391204833985
-124.330268859863,40.2390975952148
-124.329696655273,40.2387466430664
-124.329277038574,40.2382621765137
-124.329002380371,40.2381591796875
-124.32893371582,40.2380485534668
-124.327796936035,40.2372894287109
-124.327522277832,40.2370071411133
-124.326843261719,40.2366828918457
-124.32682800293,40.236557006836
-124.326530456543,40.236328125
-124.326187133789,40.2358169555664
-124.326019287109,40.2356414794922
-124.326019287109,40.2355499267578
-124.325782775879,40.235179901123
-124.325653076172,40.2346763610839
-124.325439453125,40.2343559265137
-124.325378417969,40.2338027954102
-124.325157165527,40.2334136962891
-124.325157165527,40.2332305908203
-124.325042724609,40.233139038086
-124.324867248535,40.2328643798828
-124.324516296387,40.2319679260254
-124.324096679687,40.2313270568848
-124.323829650879,40.2310295104981
-124.323471069336,40.2299156188965
-124.323287963867,40.2295608520508
-124.322616577148,40.2289657592773
-124.322166442871,40.2284393310547
-124.321563720703,40.2279815673828
-124.321563720703,40.2278900146485
-124.3212890625,40.2274055480957
-124.320953369141,40.2269744873047
