"x","y"
-125.079166666667,46.1588333333333
-125.045333333333,46.2355
-124.906,46.4581666666667
-125.288166666667,46.6986666666667
-125.307166666667,46.8063333333333
-125.062833333333,47.0781666666667
-125.166833333333,47.147
-125.286333333333,47.3208333333333
-125.313666666667,47.4756666666667
-125.437833333333,47.4961666666667
-125.547833333333,47.5393333333333
-125.621,47.6363333333333
-125.826333333333,47.7148333333333
-125.728833333333,47.7868333333333
-125.775166666667,47.9326666666667
-125.916,48.0073333333333
-126.047662896626,48.114803172705
-125.896667480469,48.1847229003906
-125.499443054199,48.30611038208
-125.379997253418,48.337776184082
-125.153343200684,48.4463882446289
-125.140266418457,48.4527778625488
-125.096389770508,48.469165802002
-125.001663208008,48.4955558776856
-124.98722076416,48.4991683959961
-124.914436340332,48.5038871765137
-124.839157104492,48.5061111450195
-124.78694152832,48.5030555725098
-124.725891113281,48.4936561584473
-124.7259,48.49366
-124.7259,48.38288
-124.718910217285,48.3695182800293
-124.716499328613,48.3685417175293
-124.714363098145,48.3672637939453
-124.712562561035,48.3659553527832
-124.712387084961,48.365234375
-124.712356567383,48.3648910522461
-124.711761474609,48.3645401000977
-124.710388183594,48.3638114929199
-124.708969116211,48.3628845214844
-124.707702636719,48.3612480163574
-124.707008361816,48.3603248596192
-124.706382751465,48.3590240478516
-124.706611633301,48.3578147888183
-124.706939697266,48.3565368652344
-124.706748962402,48.3544998168945
-124.703346252441,48.3528327941894
-124.702003479004,48.3523712158203
-124.701309204102,48.3523101806641
-124.700622558594,48.3525886535645
-124.700103759766,48.3525886535645
-124.698913574219,48.3517799377441
-124.698577880859,48.3513221740722
-124.698226928711,48.3512039184571
-124.697212219238,48.3512001037598
-124.696273803711,48.3506240844727
-124.695426940918,48.3498153686523
-124.695343017578,48.3495903015136
-124.695587158203,48.3492698669434
-124.695007324219,48.3480606079101
-124.695236206055,48.3471603393555
-124.694816589355,48.3460006713867
-124.695556640625,48.3452377319336
-124.694557189941,48.3440322875977
-124.693206787109,48.3442497253418
-124.69206237793,48.3432731628418
-124.690208435059,48.3422927856445
-124.689453125,48.3416595458985
-124.688766479492,48.341365814209
-124.687240600586,48.3403587341308
-124.68724822998,48.3398399353028
-124.686599731445,48.3395462036133
-124.686248779297,48.3398895263672
-124.686042785645,48.3401794433594
-124.685600280762,48.3403205871582
-124.685043334961,48.340316772461
-124.684516906738,48.3403129577637
-124.683662414551,48.3399925231934
-124.68335723877,48.3401069641113
-124.682838439941,48.3402786254883
-124.68253326416,48.340763092041
-124.682266235352,48.3415718078614
-124.68138885498,48.3425331115722
-124.681381225586,48.3428764343262
-124.680862426758,48.343334197998
-124.679138183594,48.344181060791
-124.677757263184,48.3446350097656
-124.67707824707,48.3446311950683
-124.676048278809,48.344913482666
-124.671592712402,48.3453483581543
-124.670913696289,48.3452339172363
-124.669883728027,48.3454551696778
-124.669189453125,48.3454551696778
-124.668510437012,48.3452796936036
-124.666786193848,48.3450965881348
-124.664848327637,48.3455657958985
-124.662399291992,48.3477096557617
-124.662132263184,48.3481674194336
-124.661346435547,48.3488502502441
-124.660667419434,48.3492469787598
-124.659378051758,48.3496398925781
-124.658599853516,48.350040435791
-124.65503692627,48.3510894775391
-124.648376464844,48.3527946472168
-124.647346496582,48.3528442382812
-124.645637512207,48.3527221679688
-124.644813537598,48.3523635864258
-124.643951416016,48.3516120910644
-124.643356323242,48.3509750366211
-124.642532348633,48.3509712219238
-124.640716552734,48.3513641357422
-124.638771057129,48.3516159057617
-124.636299133301,48.352523803711
-124.634651184082,48.3535270690918
-124.633178710937,48.3546142578125
-124.6337890625,48.3534965515136
-124.635177612305,48.3526344299317
-124.636741638184,48.351806640625
-124.638389587402,48.3512954711914
-124.640029907227,48.3509292602539
-124.64185333252,48.3505935668945
-124.642837524414,48.3504257202149
-124.643699645996,48.3507156372071
-124.645812988281,48.3523254394532
-124.64778137207,48.3523330688477
-124.65096282959,48.3517761230469
-124.651466369629,48.3514366149902
-124.652160644531,48.3513259887695
-124.652847290039,48.3509864807129
-124.653541564941,48.3509330749511
-124.655937194824,48.3502540588378
-124.656463623047,48.3502578735351
-124.656631469727,48.3500862121582
-124.657661437988,48.3497467041016
-124.658538818359,48.3491592407227
-124.660377502441,48.3484077453613
-124.66284942627,48.3458213806152
-124.665046691895,48.3442459106445
-124.666160583496,48.343879699707
-124.668342590332,48.3443603515625
-124.66902923584,48.3443069458008
-124.669723510742,48.3439674377441
-124.67041015625,48.3438568115235
-124.673393249512,48.3439445495606
-124.674949645996,48.344066619873
-124.675720214844,48.3436508178711
-124.675720214844,48.3433647155762
-124.675216674805,48.3427352905273
-124.674110412598,48.3423843383789
-124.67212677002,48.3422012329102
-124.669921875,48.3414459228516
-124.666130065918,48.339714050293
-124.665412902832,48.3395347595215
-124.664810180664,48.3391342163086
-124.663291931152,48.3368339538574
-124.662788391113,48.3363761901855
-124.660507202148,48.3330078125
-124.659049987793,48.3319320678711
-124.658592224121,48.3308067321777
-124.658729553223,48.3299713134765
-124.659393310547,48.3293113708496
-124.659912109375,48.3287925720215
-124.659477233887,48.3285903930664
-124.659103393555,48.3283004760742
-124.65892791748,48.327808380127
-124.657348632813,48.3268508911133
-124.656402587891,48.3256759643555
-124.655860900879,48.3242607116699
-124.655830383301,48.3232765197754
-124.656066894531,48.321403503418
-124.656593322754,48.3210639953614
-124.657493591309,48.3208656311036
-124.658920288086,48.3206367492676
-124.659896850586,48.3200912475586
-124.660331726074,48.319522857666
-124.659568786621,48.3184852600098
-124.65788269043,48.3173332214356
-124.657592773437,48.3175239562989
-124.656967163086,48.3166809082032
-124.656021118164,48.3144035339355
-124.656028747559,48.3137130737305
-124.655006408691,48.3125648498535
-124.653663635254,48.3114128112793
-124.653411865234,48.3109512329102
-124.653327941895,48.3100929260254
-124.653686523437,48.3093490600586
-124.656463623047,48.306957244873
-124.65714263916,48.3067321777344
-124.659187316894,48.306568145752
-124.659729003906,48.3063926696777
-124.660682678223,48.3061065673828
-124.660987854004,48.3056793212891
-124.660629272461,48.303108215332
-124.660423278809,48.3019065856933
-124.659866333008,48.3013877868652
-124.65934753418,48.301212310791
-124.658836364746,48.3010368347168
-124.658836364746,48.3008079528809
-124.659103393555,48.3005752563476
-124.659660339355,48.3008651733398
-124.660118103027,48.3008422851563
-124.660133361816,48.3000411987305
-124.659202575684,48.2987747192383
-124.656753540039,48.2968711853027
-124.656593322754,48.2958946228027
-124.655906677246,48.2950325012207
-124.655586242676,48.2949905395508
-124.65454864502,48.2948417663575
-124.653900146484,48.2944450378418
-124.653907775879,48.2937278747558
-124.653610229492,48.2932929992676
-124.65234375,48.2931251525879
-124.650283813477,48.2932319641113
-124.64924621582,48.2931098937989
-124.648567199707,48.2928771972656
-124.648231506348,48.2924156188965
-124.648490905762,48.2919616699219
-124.649368286133,48.2915267944336
-124.649101257324,48.2911605834961
-124.649276733398,48.2908172607422
-124.649108886719,48.2907028198242
