"x","y"
-124.725891113281,48.4936561584473
-124.0107421875,48.2968673706054
-123.677757263184,48.2401847839356
-123.539916992188,48.2247428894043
-123.247138977051,48.2841987609863
-123.11385345459,48.4230117797852
-123.158576965332,48.4536895751953
-123.217628479004,48.5488891601563
-123.266571044922,48.6941719055176
-123.007186889648,48.7672729492188
-123.007179260254,48.8313903808593
-123.320922851562,49.0022468566895
-123.089393615723,49.0022315979004
-123.088043212891,49.0022315979004
-123.073997497559,49.0022354125977
-123.067359924316,49.0022392272949
-123.067108154297,49.0022392272949
-123.06672668457,49.0022392272949
-123.060012817383,49.0022392272949
-123.036849975586,49.0022506713867
-123.036598205566,49.0022506713867
-123.034927368164,49.0022506713867
-122.758499145508,49.002254486084
-122.756538391113,49.0000686645508
-122.754577636719,48.9972839355469
-122.754821777344,48.9970474243164
-122.75602722168,48.9969215393067
-122.756607055664,48.9969825744629
-122.757118225098,48.9972152709961
-122.757362365723,48.997314453125
-122.7578125,48.997013092041
-122.758506774902,48.9969940185547
-122.760108947754,48.9964256286621
-122.761581420898,48.9951934814453
-122.762390136719,48.9944381713867
-122.762626647949,48.9938430786133
-122.766906738281,48.9920692443848
-122.765716552734,48.9910430908203
-122.764930725098,48.9909858703613
-122.763687133789,48.9903755187988
-122.760856628418,48.9916076660156
-122.756660461426,48.9917831420899
-122.753410339355,48.9930229187012
-122.753280639648,48.9924201965332
-122.753082275391,48.9901428222657
-122.75203704834,48.988037109375
-122.750282287598,48.9867172241211
-122.74877166748,48.9860687255859
-122.74585723877,48.9852066040039
-122.743583679199,48.9845771789551
-122.741706848145,48.9837913513183
-122.739707946777,48.9825210571289
-122.739776611328,48.979907989502
-122.739128112793,48.9779472351075
-122.73787689209,48.9759216308594
-122.737167358398,48.9751510620117
-122.734748840332,48.9742889404297
-122.731109619141,48.9733467102051
-122.729110717773,48.9729194641113
-122.728202819824,48.9730796813965
-122.727157592773,48.9728660583496
-122.725639343262,48.9727935791016
-122.724647521973,48.9726943969727
-122.723823547363,48.9723014831543
-122.720748901367,48.9722900390625
-122.720207214355,48.9727516174316
-122.719223022461,48.9728126525878
-122.717666625977,48.9730148315429
-122.716522216797,48.9725608825684
-122.715850830078,48.9725036621094
-122.715309143066,48.9726448059082
-122.714546203613,48.9728469848633
-122.71410369873,48.9729881286621
-122.713409423828,48.9726715087891
-122.712593078613,48.9726524353027
-122.709930419922,48.9726219177246
-122.709442138672,48.9724464416504
-122.708717346191,48.9723472595215
-122.707809448242,48.9723510742187
-122.706901550293,48.9721565246582
-122.706413269043,48.9716606140137
-122.706108093262,48.9712677001953
-122.705833435059,48.9710693359375
-122.70401763916,48.9707374572754
-122.705337524414,48.9707069396973
-122.706100463867,48.9708442687988
-122.706703186035,48.9712409973145
-122.707069396973,48.9716339111328
-122.707580566406,48.9716300964356
-122.707801818848,48.9719657897949
-122.708221435547,48.9721641540527
-122.709609985352,48.971981048584
-122.710342407227,48.9721183776856
-122.710983276367,48.9722747802734
-122.711067199707,48.9721183776856
-122.712547302246,48.9719543457031
-122.713493347168,48.9719085693359
-122.714088439941,48.9717712402343
-122.714813232422,48.9721450805664
-122.715316772461,48.9722023010254
-122.716087341309,48.9721984863281
-122.717170715332,48.9722938537598
-122.718437194824,48.9726257324218
-122.719856262207,48.9721450805664
-122.720916748047,48.9717864990234
-122.723297119141,48.9714622497559
-122.724159240723,48.9718284606934
-122.724876403809,48.9718284606934
-122.725326538086,48.9717979431152
-122.725830078125,48.9714088439941
