"","stock_code","brood_year","age","Mat.Rate","Marine.Survival","Stock.Country","stock_name","area","ecoregion","RunType","Hatchery","Age","Wild","Code","Code2","calendar_year","season","location","sst_winter","sst_spring","CUTI_winter","CUTI_spring","seasonal_STI","Beuti_winter","Beuti_spring","BI","stand_BI"
"350","HAN",1998,2,0.0048,0.023069025,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,1999,"Fall","45N",-0.219833529440946,-0.706626897906369,-2.34102517461146,1.11513248606511,-1.00809281970304,-3.96055153425048,1.68378160820194,0.404651163,-0.397966198035184
"351","HAN",1999,2,0.0088,0.044337679,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2000,"Fall","45N",-0.144218949980348,0.563286904883081,0.294833517217855,0.418937602691826,0.865644921266739,0.100479222073541,-0.235233800345863,0.362790698,-0.652502954200638
"352","HAN",2000,2,0.0178,0.006721172,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2001,"Fall","45N",0.158452894332203,-0.278498621829778,1.73097071611281,0.530032530889691,0.282704290742808,1.29501360170131,0.410367453975661,0.655813953,1.12925433895754
"353","HAN",2001,2,0.0017,0.015992624,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2002,"Fall","45N",-0.850065000071359,-0.588799645807666,1.1117027102011,1.51260545139525,-0.300236339781123,1.11642643688742,1.95505401305762,0.604651163,0.818153862577873
"354","HAN",2002,2,0.012,0.006638927,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2003,"Fall","45N",1.05128312361967,1.22282065128608,-0.465578193744951,0.655940116180605,0.157788441344823,0.186807843829139,-0.729247338767992,0.660465116,1.15753620210495
"355","HAN",2003,2,0.0097,0.00347544,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2004,"Fall","45N",0.142374942117247,2.0206313556851,0.437741518582095,0.184403865385222,-0.0504046409851522,0.502610629484599,-0.702371455464401,0.488372093,0.111107314295724
"356","HAN",2004,2,0,0.003045447,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2005,"Fall","45N",0.615622831083799,1.75541399574452,0.499491889541952,-0.469821822891095,1.1987538529947,0.346777813855486,-0.963396221362591,0.48372093,0.0828254511483175
"357","HAN",2005,2,0.0151,0.006592,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2006,"Fall","45N",0.426675544508289,0.424370371376029,-0.474399675310645,2.73218088538959,-0.175320490383137,-0.240284395111892,0.841928400260668,0.651162791,1.10097248189073
"358","HAN",2006,2,0,0.005754186,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2007,"Fall","45N",-0.382362889450639,-0.0190633083576659,1.01643070929161,0.0066519802686376,0.157788441344823,0.746702738921353,0.692274201145705,0.386046512,-0.511093644544208
"359","HAN",2007,2,0.0016,0.027237122,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2008,"Fall","45N",-1.59507041725243,-1.59733972230205,0.439505814895234,1.41138562792609,-1.04973143616903,-0.00460449961617966,2.74702248796057,0.562790698,0.56361710641242
"360","HAN",2008,2,0.006,0.008990214,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2009,"Fall","45N",-1.90613839987886,-0.495042774573303,1.3481184161617,0.154778551199125,-1.25792451849901,1.19999695571153,1.54012131111872,0.739534884,1.63832785736905
"361","HAN",2009,2,0.0061,0.026083053,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2010,"Fall","45N",0.866870512309286,0.414584682929116,-1.21011123788951,-0.926545416593429,1.69841725058664,-0.845412178280522,-0.605695616242849,0.246511628,-1.35954950248279
"362","HAN",2010,2,0.0038,0.058110771,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2011,"Fall","45N",-0.660575546405558,-0.0414189218085984,0.354819591864573,-0.622885946185931,0.199427057810818,-0.0495615773994463,-0.0964072952237141,0.446511628,-0.14342944186973
"363","HAN",2011,2,0.0292,0.020573795,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2012,"Fall","45N",-0.960355661602417,-0.0464597565717371,-1.17306101531359,-0.995671149694323,0.449258756606789,-2.5659167869432,-0.751096078432063,0.330232558,-0.85047599015188
"364","HAN",2012,2,0.0237,0.03749789,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2013,"Fall","45N",-0.625515836152253,0.511516082863139,0.734143299189407,-0.371070775604104,-0.550068038577093,0.505644542709237,-0.155572908827304,0.576744186,0.648462689774037
"365","HAN",2013,2,0.0057,0.00842558,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2014,"Fall","45N",-0.702504076875735,1.26664919988783,-0.454992415866119,-0.13159948593315,0.699090455402759,-0.896712892806212,-0.475763288329083,0.325581395,-0.878757853299286
"366","HAN",2014,2,0.0053,0.001360214,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2015,"Fall","45N",2.75301174844701,2.1724689626693,-0.155062042632529,1.54223076558135,-0.425152189179108,0.698849653060023,0.601205560599004,0.413953488,-0.341402477820972
"367","HAN",2015,2,0.0087,0.002399613,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2016,"Fall","45N",1.87037888557907,2.58417681278593,-2.18400280274211,0.273279807943514,0.032872591946838,-0.169401149772632,0.269994135425967,0.237209302,-1.4161132287776
"368","HAN",2016,2,0.0152,0.007285909,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2017,"Fall","45N",0.129544339517016,1.10626316488517,-0.959581161423805,-1.34870614374532,0.407620140140794,-0.46493187888165,-0.239100833914724,0.479069767,0.0545435880009114
"369","HAN",2017,2,8e-04,0.007804301,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2018,"Fall","45N",0.559128763324464,1.43758205024297,0.206618701560917,-0.600666960546358,-0.216959106849132,0.570597866745797,-0.427618720396751,0.762790698,1.77973716702548
"370","HAN",2018,2,0,0.005028314,"US","Hanford Wild Brights","Upper Columbia River",2,"Fall","Wild","Age 0","Wild",2,16,2019,"Fall","45N",0.668499282509399,0.927742852150524,0.524192037925895,0.576939278351012,-0.216959106849132,0.648238464267205,0.685313540721754,0.846511628,2.28881067935638
"371","HAR",1981,2,0.0454,0.239668661,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1982,"Fall","45N",-0.863453186835536,-0.698601987852723,NA,NA,-0.258597723315128,NA,NA,0.669767442,1.21409992839976
"372","HAR",1982,2,0.0489,0.038041587,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1983,"Fall","45N",0.874905634148351,1.51802664021625,NA,NA,0.615813222470769,NA,NA,0.213953488,-1.55752253843403
"373","HAR",1983,2,0.055,0.010692476,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1984,"Fall","45N",0.264271833648903,-0.169857084157089,NA,NA,1.40694693532468,NA,NA,0.186046512,-1.72721370515727
"374","HAR",1984,2,0.0431,0.011083893,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1985,"Fall","45N",-0.725451620161248,-0.0679162101775377,NA,NA,0.449258756606789,NA,NA,0.730232558,1.58176413107423
"375","HAR",1985,2,0.0481,0.013745386,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1986,"Fall","45N",-0.397765059936942,0.358248015117176,NA,NA,1.44858555179067,NA,NA,0.23255814,-1.44439508584441
"376","HAR",1986,2,0.0497,0.072245832,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1987,"Fall","45N",0.677663448042647,0.586601194869503,NA,NA,-0.300236339781123,NA,NA,0.339534884,-0.793912263857068
"377","HAR",1987,2,0.0475,0.026271554,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1988,"Fall","45N",-0.0811433334766246,0.246176026976279,1.50514078803105,-1.02776524006259,1.74005586705264,1.35031356547766,-0.824569716240442,0.325581395,-0.878757853299286
"378","HAR",1988,2,0.049,0.108548927,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1989,"Fall","45N",-1.5739783187816,0.747712188942823,0.45891307433976,0.0609650562764829,-0.716622504441073,-0.615110583501212,-0.300393315981188,0.553488372,0.507053380117607
"379","HAR",1989,2,0.0473,0.072071137,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1990,"Fall","45N",-0.580138763256119,0.590821614947067,0.303654998783549,-0.18838133812317,-1.299563134965,0.127508630802131,0.163070657246931,0.497674419,0.167671040590536
"380","HAR",1990,2,0.0525,0.021953343,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1991,"Fall","45N",-0.78721164637953,-0.00129597391279151,0.71650033605802,0.31278022685831,-0.591706655043088,0.138954757967809,0.0596275092798704,0.506976744,0.224234760804748
"381","HAR",1991,2,0.0397,0.004025555,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1992,"Fall","45N",1.13800416294314,2.04264978419411,-0.00509685601573424,0.315249003040485,0.282704290742808,-0.223322062083237,-0.917378521893132,0.334883721,-0.822194127004474
"382","HAR",1992,2,0.0531,0.006471318,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1993,"Fall","45N",-0.295810410132496,1.65493059394775,0.501256185855091,-2.27449721206086,2.19808064817858,0.35436259691708,-1.79828876887991,0.102325581,-2.23628722356877
"383","HAR",1993,2,0.0529,0.020456234,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1994,"Fall","45N",0.926916416888083,1.13460455501388,0.150161219540477,0.251060822303941,0.074511208412833,-0.131890949904385,-0.694057333291347,0.530232558,0.365644070461178
"384","HAR",1994,2,0.0956,0.037810945,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1995,"Fall","45N",0.568809657776468,1.28277570496155,-1.4782842774866,0.700378087459751,-0.550068038577093,-1.01613874973967,-0.175681483385387,0.437209302,-0.199993168164542
"385","HAR",1995,2,0,0.010038066,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1996,"Fall","45N",0.843500027303104,0.701166245605441,-0.0103897449551505,-0.879638669132108,1.1987538529947,0.444552562776761,-1.37156161455598,0.279069767,-1.16157647261215
"386","HAR",1996,2,0.0403,0.023245757,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1997,"Fall","45N",0.0800270114901585,1.80255213015099,0.570063742067502,-0.640167379461155,0.532535989538779,0.286375359655882,-0.682262880906318,0.372093023,-0.595939233986426
"387","HAR",1997,2,0.1304,0.008297375,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1998,"Fall","45N",2.34646223134246,1.99306459817246,-2.18929569168152,0.473250678699671,-1.25792451849901,0.29906263314073,-0.560064620130277,0.404651163,-0.397966198035184
"388","HAR",1998,2,0.0704,0.009061653,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,1999,"Fall","45N",-0.219833529440946,-0.706626897906369,-2.34102517461146,1.11513248606511,-1.00809281970304,-3.96055153425048,1.68378160820194,0.404651163,-0.397966198035184
"389","HAR",1999,2,0.3917,0.020851492,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2000,"Fall","45N",-0.144218949980348,0.563286904883081,0.294833517217855,0.418937602691826,0.865644921266739,0.100479222073541,-0.235233800345863,0.362790698,-0.652502954200638
"390","HAR",2000,2,0.1634,0.014345233,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2001,"Fall","45N",0.158452894332203,-0.278498621829778,1.73097071611281,0.530032530889691,0.282704290742808,1.29501360170131,0.410367453975661,0.655813953,1.12925433895754
"391","HAR",2001,2,0.0724,0.024073857,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2002,"Fall","45N",-0.850065000071359,-0.588799645807666,1.1117027102011,1.51260545139525,-0.300236339781123,1.11642643688742,1.95505401305762,0.604651163,0.818153862577873
"392","HAR",2002,2,0.002,0.008604386,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2003,"Fall","45N",1.05128312361967,1.22282065128608,-0.465578193744951,0.655940116180605,0.157788441344823,0.186807843829139,-0.729247338767992,0.660465116,1.15753620210495
"393","HAR",2003,2,0.0857,0.013713115,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2004,"Fall","45N",0.142374942117247,2.0206313556851,0.437741518582095,0.184403865385222,-0.0504046409851522,0.502610629484599,-0.702371455464401,0.488372093,0.111107314295724
"394","HAR",2005,2,0.1512,0.068042849,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2006,"Fall","45N",0.426675544508289,0.424370371376029,-0.474399675310645,2.73218088538959,-0.175320490383137,-0.240284395111892,0.841928400260668,0.651162791,1.10097248189073
"395","HAR",2006,2,0,0.007461684,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2007,"Fall","45N",-0.382362889450639,-0.0190633083576659,1.01643070929161,0.0066519802686376,0.157788441344823,0.746702738921353,0.692274201145705,0.386046512,-0.511093644544208
"396","HAR",2007,2,0.1195,0.057333353,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2008,"Fall","45N",-1.59507041725243,-1.59733972230205,0.439505814895234,1.41138562792609,-1.04973143616903,-0.00460449961617966,2.74702248796057,0.562790698,0.56361710641242
"397","HAR",2008,2,0.0219,0.019830621,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2009,"Fall","45N",-1.90613839987886,-0.495042774573303,1.3481184161617,0.154778551199125,-1.25792451849901,1.19999695571153,1.54012131111872,0.739534884,1.63832785736905
"398","HAR",2009,2,0.0783,0.010336095,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2010,"Fall","45N",0.866870512309286,0.414584682929116,-1.21011123788951,-0.926545416593429,1.69841725058664,-0.845412178280522,-0.605695616242849,0.246511628,-1.35954950248279
"399","HAR",2010,2,0.1358,0.047020457,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2011,"Fall","45N",-0.660575546405558,-0.0414189218085984,0.354819591864573,-0.622885946185931,0.199427057810818,-0.0495615773994463,-0.0964072952237141,0.446511628,-0.14342944186973
"400","HAR",2011,2,0.2877,0.035086427,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2012,"Fall","45N",-0.960355661602417,-0.0464597565717371,-1.17306101531359,-0.995671149694323,0.449258756606789,-2.5659167869432,-0.751096078432063,0.330232558,-0.85047599015188
"401","HAR",2012,2,0.0513,0.007092658,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2013,"Fall","45N",-0.625515836152253,0.511516082863139,0.734143299189407,-0.371070775604104,-0.550068038577093,0.505644542709237,-0.155572908827304,0.576744186,0.648462689774037
"402","HAR",2013,2,0.0623,0.018703272,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2014,"Fall","45N",-0.702504076875735,1.26664919988783,-0.454992415866119,-0.13159948593315,0.699090455402759,-0.896712892806212,-0.475763288329083,0.325581395,-0.878757853299286
"403","HAR",2014,2,0.1976,0.023574186,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2015,"Fall","45N",2.75301174844701,2.1724689626693,-0.155062042632529,1.54223076558135,-0.425152189179108,0.698849653060023,0.601205560599004,0.413953488,-0.341402477820972
"404","HAR",2015,2,0.0778,0.02705388,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2016,"Fall","45N",1.87037888557907,2.58417681278593,-2.18400280274211,0.273279807943514,0.032872591946838,-0.169401149772632,0.269994135425967,0.237209302,-1.4161132287776
"405","HAR",2016,2,0.1481,0.041004593,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2017,"Fall","45N",0.129544339517016,1.10626316488517,-0.959581161423805,-1.34870614374532,0.407620140140794,-0.46493187888165,-0.239100833914724,0.479069767,0.0545435880009114
"406","HAR",2017,2,0.034,0.01276569,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2018,"Fall","45N",0.559128763324464,1.43758205024297,0.206618701560917,-0.600666960546358,-0.216959106849132,0.570597866745797,-0.427618720396751,0.762790698,1.77973716702548
"407","HAR",2018,2,0.0173,0.048625845,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2019,"Fall","45N",0.668499282509399,0.927742852150524,0.524192037925895,0.576939278351012,-0.216959106849132,0.648238464267205,0.685313540721754,0.846511628,2.28881067935638
"408","HAR",2019,2,0.104,0.060484794,"CA","Harrison River","Fraser River",2,"Fall","Chehalis","Age 0","Hatchery",4,18,2020,"Fall","45N",-0.394565503250554,1.11559835776812,-0.433820860108453,-0.630292274732455,1.03219938713072,-0.180019846058864,-0.0124926667794073,0.744186047,1.66660972051645
"409","HOK",1985,2,0,0.005529163,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1986,"Fall","45N",-0.397765059936942,0.358248015117176,NA,NA,1.44858555179067,NA,NA,0.23255814,-1.44439508584441
"410","HOK",1986,2,0.0091,0.025015573,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1987,"Fall","45N",0.677663448042647,0.586601194869503,NA,NA,-0.300236339781123,NA,NA,0.339534884,-0.793912263857068
"411","HOK",1987,2,0,0.026009813,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1988,"Fall","45N",-0.0811433334766246,0.246176026976279,1.50514078803105,-1.02776524006259,1.74005586705264,1.35031356547766,-0.824569716240442,0.325581395,-0.878757853299286
"412","HOK",1989,2,0,0.011056144,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1990,"Fall","45N",-0.580138763256119,0.590821614947067,0.303654998783549,-0.18838133812317,-1.299563134965,0.127508630802131,0.163070657246931,0.497674419,0.167671040590536
"413","HOK",1990,2,0.0014,0.016010679,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1991,"Fall","45N",-0.78721164637953,-0.00129597391279151,0.71650033605802,0.31278022685831,-0.591706655043088,0.138954757967809,0.0596275092798704,0.506976744,0.224234760804748
"414","HOK",1991,2,0.0048,0.01182998,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1992,"Fall","45N",1.13800416294314,2.04264978419411,-0.00509685601573424,0.315249003040485,0.282704290742808,-0.223322062083237,-0.917378521893132,0.334883721,-0.822194127004474
"415","HOK",1992,2,0.0024,0.012345247,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1993,"Fall","45N",-0.295810410132496,1.65493059394775,0.501256185855091,-2.27449721206086,2.19808064817858,0.35436259691708,-1.79828876887991,0.102325581,-2.23628722356877
"416","HOK",1993,2,0.0113,0.016593381,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1994,"Fall","45N",0.926916416888083,1.13460455501388,0.150161219540477,0.251060822303941,0.074511208412833,-0.131890949904385,-0.694057333291347,0.530232558,0.365644070461178
"417","HOK",1994,2,5e-04,0.022771487,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1995,"Fall","45N",0.568809657776468,1.28277570496155,-1.4782842774866,0.700378087459751,-0.550068038577093,-1.01613874973967,-0.175681483385387,0.437209302,-0.199993168164542
"418","HOK",1995,2,0.006,0.007046789,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1996,"Fall","45N",0.843500027303104,0.701166245605441,-0.0103897449551505,-0.879638669132108,1.1987538529947,0.444552562776761,-1.37156161455598,0.279069767,-1.16157647261215
"419","HOK",1996,2,0.0761,0.013620094,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1997,"Fall","45N",0.0800270114901585,1.80255213015099,0.570063742067502,-0.640167379461155,0.532535989538779,0.286375359655882,-0.682262880906318,0.372093023,-0.595939233986426
"420","HOK",1997,2,0.0396,0.005124778,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1998,"Fall","45N",2.34646223134246,1.99306459817246,-2.18929569168152,0.473250678699671,-1.25792451849901,0.29906263314073,-0.560064620130277,0.404651163,-0.397966198035184
"421","HOK",1998,2,0.0282,0.022440197,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,1999,"Fall","45N",-0.219833529440946,-0.706626897906369,-2.34102517461146,1.11513248606511,-1.00809281970304,-3.96055153425048,1.68378160820194,0.404651163,-0.397966198035184
"422","HOK",1999,2,0,0.031368396,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2000,"Fall","45N",-0.144218949980348,0.563286904883081,0.294833517217855,0.418937602691826,0.865644921266739,0.100479222073541,-0.235233800345863,0.362790698,-0.652502954200638
"423","HOK",2000,2,0.0033,0.007172741,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2001,"Fall","45N",0.158452894332203,-0.278498621829778,1.73097071611281,0.530032530889691,0.282704290742808,1.29501360170131,0.410367453975661,0.655813953,1.12925433895754
"424","HOK",2001,2,0.0078,0.011816953,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2002,"Fall","45N",-0.850065000071359,-0.588799645807666,1.1117027102011,1.51260545139525,-0.300236339781123,1.11642643688742,1.95505401305762,0.604651163,0.818153862577873
"425","HOK",2002,2,0.0175,0.010565209,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2003,"Fall","45N",1.05128312361967,1.22282065128608,-0.465578193744951,0.655940116180605,0.157788441344823,0.186807843829139,-0.729247338767992,0.660465116,1.15753620210495
"426","HOK",2003,2,0.007,0.009100147,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2004,"Fall","45N",0.142374942117247,2.0206313556851,0.437741518582095,0.184403865385222,-0.0504046409851522,0.502610629484599,-0.702371455464401,0.488372093,0.111107314295724
"427","HOK",2004,2,0.0106,0.00151818,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2005,"Fall","45N",0.615622831083799,1.75541399574452,0.499491889541952,-0.469821822891095,1.1987538529947,0.346777813855486,-0.963396221362591,0.48372093,0.0828254511483175
"428","HOK",2005,2,0,0.00939513,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2006,"Fall","45N",0.426675544508289,0.424370371376029,-0.474399675310645,2.73218088538959,-0.175320490383137,-0.240284395111892,0.841928400260668,0.651162791,1.10097248189073
"429","HOK",2006,2,0.0074,0.010896799,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2007,"Fall","45N",-0.382362889450639,-0.0190633083576659,1.01643070929161,0.0066519802686376,0.157788441344823,0.746702738921353,0.692274201145705,0.386046512,-0.511093644544208
"430","HOK",2007,2,0.031,0.026102422,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2008,"Fall","45N",-1.59507041725243,-1.59733972230205,0.439505814895234,1.41138562792609,-1.04973143616903,-0.00460449961617966,2.74702248796057,0.562790698,0.56361710641242
"431","HOK",2008,2,0.0513,0.010658224,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2009,"Fall","45N",-1.90613839987886,-0.495042774573303,1.3481184161617,0.154778551199125,-1.25792451849901,1.19999695571153,1.54012131111872,0.739534884,1.63832785736905
"432","HOK",2009,2,0.0027,0.007893715,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2010,"Fall","45N",0.866870512309286,0.414584682929116,-1.21011123788951,-0.926545416593429,1.69841725058664,-0.845412178280522,-0.605695616242849,0.246511628,-1.35954950248279
"433","HOK",2010,2,0.0216,0.015984392,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2011,"Fall","45N",-0.660575546405558,-0.0414189218085984,0.354819591864573,-0.622885946185931,0.199427057810818,-0.0495615773994463,-0.0964072952237141,0.446511628,-0.14342944186973
"434","HOK",2011,2,0.0476,0.014712553,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2012,"Fall","45N",-0.960355661602417,-0.0464597565717371,-1.17306101531359,-0.995671149694323,0.449258756606789,-2.5659167869432,-0.751096078432063,0.330232558,-0.85047599015188
"435","HOK",2012,2,0.017,0.008774678,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2013,"Fall","45N",-0.625515836152253,0.511516082863139,0.734143299189407,-0.371070775604104,-0.550068038577093,0.505644542709237,-0.155572908827304,0.576744186,0.648462689774037
"436","HOK",2013,2,0.0172,0.009544744,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2014,"Fall","45N",-0.702504076875735,1.26664919988783,-0.454992415866119,-0.13159948593315,0.699090455402759,-0.896712892806212,-0.475763288329083,0.325581395,-0.878757853299286
"437","HOK",2014,2,0.0633,0.008687083,"US","Hoko Fall Fingerling","North Washington Coast",2,"Fall","Hoko Makah National Hatchery","Age 0","Hatchery",4,18,2015,"Fall","45N",2.75301174844701,2.1724689626693,-0.155062042632529,1.54223076558135,-0.425152189179108,0.698849653060023,0.601205560599004,0.413953488,-0.341402477820972
